tconst,ordering_M,nconst_M,primaryName_M,knownForTitles_M,age_M,ordering_F,nconst_F,titleType_x,originalTitle_x,isAdult_x,endYear_x,runtimeMinutes_x,titleType_y,primaryTitle,originalTitle_y,isAdult_y,startYear,endYear_y,runtimeMinutes_y,genres,primaryName_F,birthYear,deathYear,primaryProfession,knownForTitles_F,age_F,age_gap
tt0032321,1.0,nm0000020,Henry Fonda,"tt0050083,tt0082846,tt0032551,tt0051207",35,2.0,nm0483787,movie,Chad Hanna,0.0,\N,88,movie,Chad Hanna,Chad Hanna,0,1940,\N,88,"Drama,Romance",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",26,9
tt0032338,1.0,nm0694090,Dick Powell,"tt0037101,tt0037615,tt0044391,tt0040695",36,2.0,nm0237655,movie,Christmas in July,0.0,\N,67,movie,Christmas in July,Christmas in July,0,1940,\N,67,"Comedy,Drama,Romance",Ellen Drew,1914,2003,"actress,soundtrack,archive_footage","tt0032338,tt0037820,tt0033916,tt0042229",26,10
tt0032347,1.0,nm0122589,Bob Burns,"tt0030651,tt0029742,tt1572174,tt0036636",50,2.0,nm0580916,movie,Comin' Round the Mountain,0.0,\N,63,movie,Comin' Round the Mountain,Comin' Round the Mountain,0,1940,\N,63,"Comedy,Music,Romance",Una Merkel,1903,1986,"actress,miscellaneous,soundtrack","tt0055277,tt0024034,tt0055489,tt0022111",37,13
tt0032349,1.0,nm0000022,Clark Gable,"tt0025316,tt0031381,tt0026752,tt0023382",39,2.0,nm0001443,movie,Comrade X,0.0,\N,104,movie,Comrade X,Comrade X,0,1940,\N,104,"Comedy,Romance",Hedy Lamarr,1914,2000,"actress,producer,miscellaneous","tt0041838,tt0038990,tt0037769,tt0035460",26,13
tt0032356,1.0,nm0891998,Conrad Veidt,"tt0034583,tt0010323,tt0032356,tt0019130",47,2.0,nm0387753,movie,Contraband,0.0,\N,80,movie,Blackout,Contraband,0,1940,\N,80,"Crime,Drama,Romance",Valerie Hobson,1917,1998,"actress,writer,soundtrack","tt0026138,tt0038574,tt0041546,tt0027194",23,24
tt0032369,1.0,nm0713270,Gene Raymond,"tt0028270,tt0033922,tt0040590,tt0027913",32,2.0,nm0057412,movie,Cross-Country Romance,0.0,\N,68,movie,Cross-Country Romance,Cross-Country Romance,0,1940,\N,68,"Comedy,Romance",Wendy Barrie,1912,1978,"actress,soundtrack,archive_footage","tt0033650,tt0031890,tt0033517,tt0033013",28,4
tt0032373,2.0,nm0610253,Alan Mowbray,"tt0038762,tt0033740,tt0028010,tt0049408",44,1.0,nm0713799,movie,Curtain Call,0.0,\N,63,movie,Curtain Call,Curtain Call,0,1940,\N,63,"Comedy,Romance",Barbara Read,1917,1963,actress,"tt0029192,tt0028373,tt0031961,tt0039422",23,21
tt0032381,1.0,nm0433439,Pál Jávor,"tt0030511,tt0031400,tt0032738,tt0241757",38,2.0,nm0800825,movie,Dankó Pista,0.0,\N,95,movie,Dankó Pista,Dankó Pista,0,1940,\N,95,"Drama,Romance",Erzsi Simor,1913,1977,"actress,archive_footage","tt0123858,tt0244418,tt0035830,tt0036856",27,11
tt0032383,2.0,nm0000078,John Wayne,"tt0065126,tt0056217,tt0075213,tt0053580",33,1.0,nm0872456,movie,Dark Command,0.0,\N,94,movie,Dark Command,Dark Command,0,1940,\N,94,"Drama,Romance,War",Claire Trevor,1910,2000,"actress,soundtrack,archive_footage","tt0040506,tt0031971,tt0037101,tt0028773",30,3
tt0032392,1.0,nm0035159,Richard Arlen,"tt0024188,tt0018578,tt0021070,tt0031661",41,4.0,nm0112046,movie,The Devil's Pipeline,0.0,\N,65,movie,The Devil's Pipeline,The Devil's Pipeline,0,1940,\N,65,"Adventure,Drama,Romance",Jean Brooks,1915,1963,"actress,archive_footage","tt0036341,tt0035856,tt0035855,tt0036104",25,16
tt0032394,1.0,nm0572142,Victor McLaglen,"tt0045061,tt0026529,tt0040369,tt0024141",54,3.0,nm0619254,movie,Diamond Frontier,0.0,\N,73,movie,Diamond Frontier,Diamond Frontier,0,1940,\N,73,"Adventure,Crime,Romance",Anne Nagel,1915,1966,"actress,soundtrack,archive_footage","tt0033879,tt0031394,tt0032559,tt0032258",25,29
tt0032397,2.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",33,1.0,nm0949835,movie,The Doctor Takes a Wife,0.0,\N,88,movie,The Doctor Takes a Wife,The Doctor Takes a Wife,0,1940,\N,88,"Comedy,Romance",Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",27,6
tt0032403,2.0,nm0405973,Attila Hörbiger,"tt0319402,tt0354215,tt1545630,tt0035902",44,1.0,nm0469287,movie,Donauschiffer,0.0,\N,90,movie,Donauschiffer,Donauschiffer,0,1940,\N,90,"Adventure,Romance",Hilde Krahl,1917,1999,"actress,soundtrack,archive_footage","tt0053867,tt0043635,tt0037401,tt0040537",23,21
tt0032411,1.0,nm0380965,Jean Hersholt,"tt0015881,tt0018451,tt0028988,tt0023194",54,2.0,nm0522662,movie,Dr. Christian Meets the Women,0.0,\N,68,movie,Dr. Christian Meets the Women,Dr. Christian Meets the Women,0,1940,\N,68,"Drama,Romance",Dorothy Lovett,1915,1998,"actress,soundtrack","tt0032980,tt0034279,tt0032411,tt0031635",25,29
tt0032422,2.0,nm0402842,Ian Hunter,"tt0029843,tt0033553,tt0018328,tt0031580",40,1.0,nm0815433,movie,Dulcy,0.0,\N,73,movie,Dulcy,Dulcy,0,1940,\N,73,"Adventure,Comedy,Romance",Ann Sothern,1909,2001,"actress,music_department,soundtrack","tt0033803,tt0094315,tt0041587,tt0045435",31,9
tt0032425,1.0,nm0322299,James Gleason,"tt0048424,tt0033712,tt0036613,tt0039190",58,2.0,nm0322319,movie,Earl of Puddlestone,0.0,\N,67,movie,Earl of Puddlestone,Earl of Puddlestone,0,1940,\N,67,"Comedy,Romance",Lucile Gleason,1888,1947,"actress,miscellaneous,archive_footage","tt0037604,tt0025283,tt0031922,tt0032425",52,6
tt0032428,1.0,nm0000748,Leon Ames,"tt0091738,tt0037059,tt0066473,tt0043880",38,3.0,nm0117147,movie,East Side Kids,0.0,\N,62,movie,East Side Kids,East Side Kids,0,1940,\N,62,"Comedy,Drama,Romance",Joyce Bryant,1916,2004,actress,"tt0033139,tt0033761,tt0031018,tt0038752",24,14
tt0032435,2.0,nm0586271,Béla Mihályffi,"tt0033829,tt0030432,tt0033734,tt0159229",50,1.0,nm0323576,movie,Eladó birtok,0.0,\N,86,movie,Eladó birtok,Eladó birtok,0,1941,\N,86,"Comedy,Romance",Hilda Gobbi,1913,1988,"actress,archive_footage","tt0244625,tt0058504,tt0077982,tt0371659",28,22
tt0032445,2.0,nm0208831,Jan de Hartog,"tt0056516,tt0044631,tt0056187,tt0158769",26,1.0,nm0100477,movie,Ergens in Nederland,0.0,\N,109,movie,Ergens in Nederland,Ergens in Nederland,0,1940,\N,109,"Romance,War",Lily Bouwmeester,1901,1993,"actress,archive_footage","tt0030924,tt0031669,tt0032445,tt0007992",39,-13
tt0032448,1.0,nm0002285,Pat O'Brien,"tt0053291,tt0029870,tt0039772,tt0021890",41,2.0,nm0000909,movie,Escape to Glory,0.0,\N,64,movie,Escape to Glory,Escape to Glory,0,1940,\N,64,"Drama,Romance,Thriller",Constance Bennett,1904,1965,"actress,producer,soundtrack","tt0029682,tt0023786,tt0021825,tt0030442",36,5
tt0032450,1.0,nm0016208,Wolf Albach-Retty,"tt0033049,tt0037896,tt0129742,tt0023437",34,3.0,nm0074173,movie,Falstaff in Wien,0.0,\N,92,movie,Falstaff in Vienna,Falstaff in Wien,0,1940,\N,92,"Music,Romance",Erna Berger,1900,1990,"actress,soundtrack,archive_footage","tt0037696,tt0186968,tt0032450,tt0027319",40,-6
tt0032456,2.0,nm0749476,Charles Ruggles,"tt0055277,tt0024359,tt0039502,tt0026955",54,1.0,nm0713106,movie,The Farmer's Daughter,0.0,\N,60,movie,The Farmer's Daughter,The Farmer's Daughter,0,1940,\N,60,"Comedy,Music,Romance",Martha Raye,1916,1994,"actress,writer,soundtrack","tt0055797,tt0088693,tt0066685,tt0028806",24,30
tt0032459,1.0,nm0056438,Lucien Baroux,"tt0036575,tt0158777,tt0026760,tt0131809",52,2.0,nm0696163,movie,Fausse alerte,0.0,\N,90,movie,The French Way,Fausse alerte,0,1940,\N,90,"Comedy,Romance",Micheline Presle,1922,2024,"actress,soundtrack,archive_footage","tt0056093,tt0042005,tt0035853,tt0090706",18,34
tt0032461,2.0,nm0083514,Willy Birgel,"tt0058878,tt0028225,tt0058549,tt0034653",49,1.0,nm0395148,movie,Feinde,0.0,\N,91,movie,Enemies,Feinde,0,1940,\N,91,"Drama,Romance,War",Brigitte Horney,1911,1988,"actress,soundtrack,archive_footage","tt0025389,tt0366036,tt0036191,tt0078627",29,20
tt0032476,2.0,nm0604605,Dennis Morgan,"tt0039647,tt0037595,tt0041515,tt0032671",32,1.0,nm0115597,movie,Flight Angels,0.0,\N,74,movie,Flight Angels,Flight Angels,0,1940,\N,74,"Comedy,Drama,Romance",Virginia Bruce,1910,1982,"actress,soundtrack,archive_footage","tt0032637,tt0027656,tt0032476,tt0032017",30,2
tt0032477,1.0,nm0001791,Robert Taylor,"tt0041207,tt0043949,tt0033774,tt0033238",29,2.0,nm0404046,movie,Flight Command,0.0,\N,116,movie,Flight Command,Flight Command,0,1940,\N,116,"Adventure,Drama,Romance",Ruth Hussey,1911,2005,"actress,archive_footage,archive_sound","tt0032904,tt0037415,tt0032143,tt0033986",29,0
tt0032481,1.0,nm0002092,John Garfield,"tt0030149,tt0039204,tt0038622,tt0038854",27,2.0,nm0002068,movie,Flowing Gold,0.0,\N,81,movie,Flowing Gold,Flowing Gold,0,1940,\N,81,"Adventure,Drama,Romance",Frances Farmer,1913,1970,"actress,writer,soundtrack","tt0032481,tt0029675,tt0035360,tt0028817",27,0
tt0032484,1.0,nm0566948,Joel McCrea,"tt0034240,tt0032484,tt0023238,tt0056412",35,2.0,nm0206478,movie,Foreign Correspondent,0.0,\N,120,movie,Foreign Correspondent,Foreign Correspondent,0,1940,\N,120,"Action,Romance,Thriller",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",20,15
tt0032487,1.0,nm0134662,Eddie Cantor,"tt0025347,tt0023088,tt0032487,tt0036422",48,2.0,nm0000752,movie,Forty Little Mothers,0.0,\N,90,movie,Forty Little Mothers,Forty Little Mothers,0,1940,\N,90,"Drama,Romance",Judith Anderson,1897,1992,"actress,soundtrack,archive_footage","tt0032976,tt0088170,tt0037008,tt0051459",43,5
tt0032492,4.0,nm0928295,Henry Wilcoxon,"tt0049833,tt0080487,tt0035093,tt0045125",35,1.0,nm0054609,movie,"Free, Blonde and 21",0.0,\N,67,movie,"Free, Blonde and 21","Free, Blonde and 21",0,1940,\N,67,"Drama,Romance",Lynn Bari,1919,1989,"actress,soundtrack,archive_footage","tt0036672,tt0034716,tt0029899,tt0038782",21,14
tt0032502,4.0,nm0753877,Kálmán Rózsahegyi,"tt0144891,tt0241513,tt0033006,tt0922385",67,1.0,nm0876836,movie,Férjet keresek,0.0,\N,87,movie,Férjet keresek,Férjet keresek,0,1940,\N,87,Romance,Ida Turay,1907,1997,"actress,soundtrack,archive_footage","tt0045355,tt0030399,tt0033863,tt0035194",33,34
tt0032515,2.0,nm0728412,Sepp Rist,"tt0022444,tt0025095,tt0200078,tt0025824",40,1.0,nm0003624,movie,Die Geierwally,0.0,\N,104,movie,Wally of the Vultures,Die Geierwally,0,1940,\N,104,"Drama,Romance",Heidemarie Hatheyer,1918,1990,"actress,archive_footage","tt0095594,tt0037809,tt0052213,tt0048542",22,18
tt0032521,1.0,nm0604656,Frank Morgan,"tt0032138,tt0033045,tt0035460,tt0028416",50,2.0,nm0000992,movie,The Ghost Comes Home,0.0,\N,79,movie,The Ghost Comes Home,The Ghost Comes Home,0,1940,\N,79,"Comedy,Drama,Romance",Billie Burke,1884,1970,"actress,soundtrack,archive_footage","tt0032138,tt0030442,tt0023948,tt0029682",56,-6
tt0032525,2.0,nm0852710,Kent Taylor,"tt0032622,tt0040414,tt0033113,tt0031335",34,1.0,nm0936730,movie,Girl from Avenue A,0.0,\N,71,movie,Girl from Avenue A,Girl from Avenue A,0,1940,\N,71,"Comedy,Drama,Romance",Jane Withers,1926,2021,"actress,writer,soundtrack","tt0049261,tt0024914,tt0257778,tt0033044",14,20
tt0032534,2.0,nm0699430,Roger Pryor,"tt0028260,tt0026186,tt0028380,tt0028171",39,1.0,nm0521937,movie,Glamour for Sale,0.0,\N,60,movie,Glamour for Sale,Glamour for Sale,0,1940,\N,60,"Drama,Romance",Anita Louise,1915,1970,"actress,soundtrack,archive_footage","tt0031580,tt0037698,tt0021465,tt0034021",25,14
tt0032539,2.0,nm0101350,Lee Bowman,"tt0039840,tt0041671,tt0039094,tt0038084",26,1.0,nm0815433,movie,Gold Rush Maisie,0.0,\N,82,movie,Gold Rush Maisie,Gold Rush Maisie,0,1940,\N,82,"Comedy,Drama,Romance",Ann Sothern,1909,2001,"actress,music_department,soundtrack","tt0033803,tt0094315,tt0041587,tt0045435",31,-5
tt0032541,1.0,nm0705384,Carl Raddatz,"tt0037154,tt0073200,tt0048564,tt0031603",28,2.0,nm0880210,movie,Golowin geht durch die Stadt,0.0,\N,83,movie,Golowin geht durch die Stadt,Golowin geht durch die Stadt,0,1940,\N,83,"Crime,Romance",Anneliese Uhlig,1918,2017,actress,"tt0071011,tt0033230,tt0035212,tt0241642",22,6
tt0032558,1.0,nm0001195,Douglas Fairbanks Jr.,"tt0021079,tt0024962,tt0041363,tt0029442",31,2.0,nm0000910,movie,Green Hell,0.0,\N,87,movie,Green Hell,Green Hell,0,1940,\N,87,"Adventure,Romance",Joan Bennett,1910,1990,"actress,soundtrack,archive_footage","tt0076786,tt0038057,tt0037469,tt0024264",30,1
tt0032562,1.0,nm0477866,Sándor Kömíves,"tt0032562,tt0061881,tt0366543,tt0052871",43,2.0,nm0843924,movie,Gül Baba,0.0,\N,105,movie,Gül Baba,Gül Baba,0,1940,\N,105,"Musical,Romance",Zita Szeleczky,1919,1999,"actress,archive_footage","tt0033829,tt0033006,tt0033571,tt0031529",21,22
tt0032588,1.0,nm0774467,Albrecht Schoenhals,"tt0027056,tt0134112,tt0027048,tt0064118",52,3.0,nm0510761,movie,Herz ohne Heimat,0.0,\N,87,movie,Herz ohne Heimat,Herz ohne Heimat,0,1940,\N,87,"Drama,Romance",Olga Limburg,1881,1970,actress,"tt0029178,tt0028016,tt0132207,tt0010589",59,-7
tt0032596,2.0,nm0000731,Brian Aherne,"tt0030442,tt0036203,tt0057547,tt0027067",38,1.0,nm0751426,movie,Hired Wife,0.0,\N,96,movie,Hired Wife,Hired Wife,0,1940,\N,96,"Comedy,Romance",Rosalind Russell,1907,1976,"actress,writer,soundtrack","tt0051383,tt0032599,tt0056048,tt0032143",33,5
tt0032599,1.0,nm0000026,Cary Grant,"tt0053125,tt0056923,tt0034248,tt0053143",36,2.0,nm0751426,movie,His Girl Friday,0.0,\N,92,movie,His Girl Friday,His Girl Friday,0,1940,\N,92,"Comedy,Drama,Romance",Rosalind Russell,1907,1976,"actress,writer,soundtrack","tt0051383,tt0032599,tt0056048,tt0032143",33,3
tt0032600,1.0,nm0048653,Kenny Baker,"tt0132513,tt0032600,tt0031650,tt0029267",28,2.0,nm0486387,movie,Hit Parade of 1941,0.0,\N,88,movie,Hit Parade of 1941,Hit Parade of 1941,0,1940,\N,88,"Comedy,Musical,Romance",Frances Langford,1913,2005,"actress,music_department,writer","tt0029003,tt0028079,tt0026325,tt0033323",27,1
tt0032602,1.0,nm0007223,James Dunn,"tt0038190,tt0024914,tt0034985,tt0021635",39,2.0,nm0317519,movie,Hold That Woman!,0.0,\N,67,movie,Hold That Woman!,Hold That Woman!,0,1940,\N,67,"Comedy,Crime,Romance",Frances Gifford,1920,1994,"actress,archive_footage","tt0036414,tt0034798,tt0032602,tt0033776",20,19
tt0032613,1.0,nm0612847,Paul Muni,"tt0023427,tt0023042,tt0029146,tt0028313",45,2.0,nm0000074,movie,Hudson's Bay,0.0,\N,95,movie,Hudson's Bay,Hudson's Bay,0,1940,\N,95,"Adventure,History,Romance",Gene Tierney,1920,1991,"actress,soundtrack,archive_footage","tt0037008,tt0039420,tt0035979,tt0037865",20,25
tt0032614,1.0,nm0604656,Frank Morgan,"tt0032138,tt0033045,tt0035460,tt0028416",50,2.0,nm0340706,movie,Hullabaloo,0.0,\N,78,movie,Hullabaloo,Hullabaloo,0,1940,\N,78,"Comedy,Musical,Romance",Virginia Grey,1917,2004,"actress,soundtrack,archive_footage","tt0065377,tt0040920,tt0032143,tt0031047",23,27
tt0032616,1.0,nm0002024,Broderick Crawford,"tt0041113,tt0042276,tt0043812,tt0034965",29,2.0,nm0707771,movie,"I Can't Give You Anything But Love, Baby",0.0,\N,61,movie,"I Can't Give You Anything But Love, Baby","I Can't Give You Anything But Love, Baby",0,1940,\N,61,"Comedy,Music,Romance",Jessie Ralph,1870,1944,"actress,soundtrack,archive_footage","tt0026174,tt0028804,tt0026266,tt0027260",70,-41
