tconst,ordering,nconst,titleType_x,originalTitle_x,isAdult_x,endYear_x,runtimeMinutes_x,titleType_y,primaryTitle,originalTitle_y,isAdult_y,startYear,endYear_y,runtimeMinutes_y,genres,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,age
tt0032200,1.0,nm0147526,movie,"Amami, Alfredo!",0.0,\N,92,movie,"Amami, Alfredo!","Amami, Alfredo!",0,1940,\N,92,"Drama,Romance",Maria Cebotari,1910,1949,"actress,archive_footage","tt0031949,tt0032200,tt0035038,tt0026415",30
tt0032205,2.0,nm0206478,movie,And One Was Beautiful,0.0,\N,70,movie,And One Was Beautiful,And One Was Beautiful,0,1940,\N,70,"Drama,Romance",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",20
tt0032206,3.0,nm0662118,movie,Andy Hardy Meets Debutante,0.0,\N,88,movie,Andy Hardy Meets Debutante,Andy Hardy Meets Debutante,0,1940,\N,88,"Comedy,Family,Romance",Cecilia Parker,1914,1993,"actress,archive_footage","tt0026046,tt0034618,tt0034458,tt0025420",26
tt0032207,2.0,nm0485537,movie,An Angel from Texas,0.0,\N,69,movie,An Angel from Texas,An Angel from Texas,0,1940,\N,69,"Comedy,Romance",Rosemary Lane,1913,1974,"actress,soundtrack","tt0032198,tt0035625,tt0035972,tt0030149",27
tt0032211,1.0,nm0794297,movie,Anne of Windy Poplars,0.0,\N,86,movie,Anne of Windy Poplars,Anne of Windy Poplars,0,1940,\N,86,"Drama,Romance",Anne Shirley,1918,1993,"actress,soundtrack,archive_footage","tt0037101,tt0033532,tt0029608,tt0021074",22
tt0032219,1.0,nm0764009,movie,Argila,0.0,\N,103,movie,Argila,Argila,0,1940,\N,103,"Drama,Romance",Carmen Santos,1904,1952,"producer,actress,director","tt0122236,tt0187167,tt0122020,tt0122063",36
tt0032220,1.0,nm0001055,movie,"Arise, My Love",0.0,\N,110,movie,"Arise, My Love","Arise, My Love",0,1940,\N,110,"Comedy,Drama,Romance",Claudette Colbert,1903,1996,"actress,soundtrack,archive_footage","tt0025316,tt0036367,tt0029929,tt0037280",37
tt0032230,1.0,nm0117504,movie,Babichka,0.0,\N,90,movie,Babichka,Babichka,0,1940,\N,90,"Drama,Romance",Terezie Brzková,1875,1966,actress,"tt0032230,tt0168486,tt0171760,tt0170657",65
tt0032233,1.0,nm0921411,movie,Bal paré,0.0,\N,100,movie,Bal paré,Bal paré,0,1940,\N,100,"Comedy,Music,Romance",Ilse Werner,1921,2005,"actress,soundtrack,archive_footage","tt0457400,tt0164600,tt0101994,tt0036191",19
tt0032247,5.0,nm0653642,movie,Beyond Tomorrow,0.0,\N,84,movie,Beyond Tomorrow,Beyond Tomorrow,0,1940,\N,84,"Drama,Fantasy,Romance",Maria Ouspenskaya,1876,1949,"actress,soundtrack,archive_footage","tt0034398,tt0028739,tt0027532,tt0031593",64
tt0032256,1.0,nm0531776,movie,Bitter Sweet,0.0,\N,94,movie,Bitter Sweet,Bitter Sweet,0,1940,\N,94,"Drama,Musical,Romance",Jeanette MacDonald,1903,1965,"actress,soundtrack,archive_footage","tt0034565,tt0031121,tt0028216,tt0025493",37
tt0032273,3.0,nm0001055,movie,Boom Town,0.0,\N,119,movie,Boom Town,Boom Town,0,1940,\N,119,"Drama,Romance,Western",Claudette Colbert,1903,1996,"actress,soundtrack,archive_footage","tt0025316,tt0036367,tt0029929,tt0037280",37
tt0032297,2.0,nm0265478,movie,Calling All Husbands,0.0,\N,63,movie,Calling All Husbands,Calling All Husbands,0,1940,\N,63,"Comedy,Romance",Lucile Fairbanks,1917,1999,"actress,soundtrack,archive_footage","tt0032499,tt0032297,tt0034236,tt0034948",23
tt0032304,2.0,nm0686883,movie,Captain Caution,0.0,\N,86,movie,Captain Caution,Captain Caution,0,1940,\N,86,"Action,Adventure,Romance",Louise Platt,1915,2003,"actress,soundtrack,archive_footage","tt0031971,tt0032304,tt0032010,tt0032485",25
tt0032321,2.0,nm0483787,movie,Chad Hanna,0.0,\N,88,movie,Chad Hanna,Chad Hanna,0,1940,\N,88,"Drama,Romance",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",26
tt0032338,2.0,nm0237655,movie,Christmas in July,0.0,\N,67,movie,Christmas in July,Christmas in July,0,1940,\N,67,"Comedy,Drama,Romance",Ellen Drew,1914,2003,"actress,soundtrack,archive_footage","tt0032338,tt0037820,tt0033916,tt0042229",26
tt0032347,2.0,nm0580916,movie,Comin' Round the Mountain,0.0,\N,63,movie,Comin' Round the Mountain,Comin' Round the Mountain,0,1940,\N,63,"Comedy,Music,Romance",Una Merkel,1903,1986,"actress,miscellaneous,soundtrack","tt0055277,tt0024034,tt0055489,tt0022111",37
tt0032349,2.0,nm0001443,movie,Comrade X,0.0,\N,104,movie,Comrade X,Comrade X,0,1940,\N,104,"Comedy,Romance",Hedy Lamarr,1914,2000,"actress,producer,miscellaneous","tt0041838,tt0038990,tt0037769,tt0035460",26
tt0032356,2.0,nm0387753,movie,Contraband,0.0,\N,80,movie,Blackout,Contraband,0,1940,\N,80,"Crime,Drama,Romance",Valerie Hobson,1917,1998,"actress,writer,soundtrack","tt0026138,tt0038574,tt0041546,tt0027194",23
tt0032369,2.0,nm0057412,movie,Cross-Country Romance,0.0,\N,68,movie,Cross-Country Romance,Cross-Country Romance,0,1940,\N,68,"Comedy,Romance",Wendy Barrie,1912,1978,"actress,soundtrack,archive_footage","tt0033650,tt0031890,tt0033517,tt0033013",28
tt0032373,1.0,nm0713799,movie,Curtain Call,0.0,\N,63,movie,Curtain Call,Curtain Call,0,1940,\N,63,"Comedy,Romance",Barbara Read,1917,1963,actress,"tt0029192,tt0028373,tt0031961,tt0039422",23
tt0032381,2.0,nm0800825,movie,Dankó Pista,0.0,\N,95,movie,Dankó Pista,Dankó Pista,0,1940,\N,95,"Drama,Romance",Erzsi Simor,1913,1977,"actress,archive_footage","tt0123858,tt0244418,tt0035830,tt0036856",27
tt0032383,1.0,nm0872456,movie,Dark Command,0.0,\N,94,movie,Dark Command,Dark Command,0,1940,\N,94,"Drama,Romance,War",Claire Trevor,1910,2000,"actress,soundtrack,archive_footage","tt0040506,tt0031971,tt0037101,tt0028773",30
tt0032392,4.0,nm0112046,movie,The Devil's Pipeline,0.0,\N,65,movie,The Devil's Pipeline,The Devil's Pipeline,0,1940,\N,65,"Adventure,Drama,Romance",Jean Brooks,1915,1963,"actress,archive_footage","tt0036341,tt0035856,tt0035855,tt0036104",25
tt0032394,3.0,nm0619254,movie,Diamond Frontier,0.0,\N,73,movie,Diamond Frontier,Diamond Frontier,0,1940,\N,73,"Adventure,Crime,Romance",Anne Nagel,1915,1966,"actress,soundtrack,archive_footage","tt0033879,tt0031394,tt0032559,tt0032258",25
tt0032397,1.0,nm0949835,movie,The Doctor Takes a Wife,0.0,\N,88,movie,The Doctor Takes a Wife,The Doctor Takes a Wife,0,1940,\N,88,"Comedy,Romance",Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",27
tt0032403,1.0,nm0469287,movie,Donauschiffer,0.0,\N,90,movie,Donauschiffer,Donauschiffer,0,1940,\N,90,"Adventure,Romance",Hilde Krahl,1917,1999,"actress,soundtrack,archive_footage","tt0053867,tt0043635,tt0037401,tt0040537",23
tt0032411,2.0,nm0522662,movie,Dr. Christian Meets the Women,0.0,\N,68,movie,Dr. Christian Meets the Women,Dr. Christian Meets the Women,0,1940,\N,68,"Drama,Romance",Dorothy Lovett,1915,1998,"actress,soundtrack","tt0032980,tt0034279,tt0032411,tt0031635",25
tt0032422,1.0,nm0815433,movie,Dulcy,0.0,\N,73,movie,Dulcy,Dulcy,0,1940,\N,73,"Adventure,Comedy,Romance",Ann Sothern,1909,2001,"actress,music_department,soundtrack","tt0033803,tt0094315,tt0041587,tt0045435",31
tt0032425,2.0,nm0322319,movie,Earl of Puddlestone,0.0,\N,67,movie,Earl of Puddlestone,Earl of Puddlestone,0,1940,\N,67,"Comedy,Romance",Lucile Gleason,1888,1947,"actress,miscellaneous,archive_footage","tt0037604,tt0025283,tt0031922,tt0032425",52
tt0032428,3.0,nm0117147,movie,East Side Kids,0.0,\N,62,movie,East Side Kids,East Side Kids,0,1940,\N,62,"Comedy,Drama,Romance",Joyce Bryant,1916,2004,actress,"tt0033139,tt0033761,tt0031018,tt0038752",24
tt0032435,1.0,nm0323576,movie,Eladó birtok,0.0,\N,86,movie,Eladó birtok,Eladó birtok,0,1941,\N,86,"Comedy,Romance",Hilda Gobbi,1913,1988,"actress,archive_footage","tt0244625,tt0058504,tt0077982,tt0371659",28
tt0032445,1.0,nm0100477,movie,Ergens in Nederland,0.0,\N,109,movie,Ergens in Nederland,Ergens in Nederland,0,1940,\N,109,"Romance,War",Lily Bouwmeester,1901,1993,"actress,archive_footage","tt0030924,tt0031669,tt0032445,tt0007992",39
tt0032448,2.0,nm0000909,movie,Escape to Glory,0.0,\N,64,movie,Escape to Glory,Escape to Glory,0,1940,\N,64,"Drama,Romance,Thriller",Constance Bennett,1904,1965,"actress,producer,soundtrack","tt0029682,tt0023786,tt0021825,tt0030442",36
tt0032450,3.0,nm0074173,movie,Falstaff in Wien,0.0,\N,92,movie,Falstaff in Vienna,Falstaff in Wien,0,1940,\N,92,"Music,Romance",Erna Berger,1900,1990,"actress,soundtrack,archive_footage","tt0037696,tt0186968,tt0032450,tt0027319",40
tt0032456,1.0,nm0713106,movie,The Farmer's Daughter,0.0,\N,60,movie,The Farmer's Daughter,The Farmer's Daughter,0,1940,\N,60,"Comedy,Music,Romance",Martha Raye,1916,1994,"actress,writer,soundtrack","tt0055797,tt0088693,tt0066685,tt0028806",24
tt0032459,2.0,nm0696163,movie,Fausse alerte,0.0,\N,90,movie,The French Way,Fausse alerte,0,1940,\N,90,"Comedy,Romance",Micheline Presle,1922,2024,"actress,soundtrack,archive_footage","tt0056093,tt0042005,tt0035853,tt0090706",18
tt0032461,1.0,nm0395148,movie,Feinde,0.0,\N,91,movie,Enemies,Feinde,0,1940,\N,91,"Drama,Romance,War",Brigitte Horney,1911,1988,"actress,soundtrack,archive_footage","tt0025389,tt0366036,tt0036191,tt0078627",29
tt0032476,1.0,nm0115597,movie,Flight Angels,0.0,\N,74,movie,Flight Angels,Flight Angels,0,1940,\N,74,"Comedy,Drama,Romance",Virginia Bruce,1910,1982,"actress,soundtrack,archive_footage","tt0032637,tt0027656,tt0032476,tt0032017",30
tt0032477,2.0,nm0404046,movie,Flight Command,0.0,\N,116,movie,Flight Command,Flight Command,0,1940,\N,116,"Adventure,Drama,Romance",Ruth Hussey,1911,2005,"actress,archive_footage,archive_sound","tt0032904,tt0037415,tt0032143,tt0033986",29
tt0032481,2.0,nm0002068,movie,Flowing Gold,0.0,\N,81,movie,Flowing Gold,Flowing Gold,0,1940,\N,81,"Adventure,Drama,Romance",Frances Farmer,1913,1970,"actress,writer,soundtrack","tt0032481,tt0029675,tt0035360,tt0028817",27
tt0032484,2.0,nm0206478,movie,Foreign Correspondent,0.0,\N,120,movie,Foreign Correspondent,Foreign Correspondent,0,1940,\N,120,"Action,Romance,Thriller",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",20
tt0032487,2.0,nm0000752,movie,Forty Little Mothers,0.0,\N,90,movie,Forty Little Mothers,Forty Little Mothers,0,1940,\N,90,"Drama,Romance",Judith Anderson,1897,1992,"actress,soundtrack,archive_footage","tt0032976,tt0088170,tt0037008,tt0051459",43
tt0032492,1.0,nm0054609,movie,"Free, Blonde and 21",0.0,\N,67,movie,"Free, Blonde and 21","Free, Blonde and 21",0,1940,\N,67,"Drama,Romance",Lynn Bari,1919,1989,"actress,soundtrack,archive_footage","tt0036672,tt0034716,tt0029899,tt0038782",21
tt0032502,1.0,nm0876836,movie,Férjet keresek,0.0,\N,87,movie,Férjet keresek,Férjet keresek,0,1940,\N,87,Romance,Ida Turay,1907,1997,"actress,soundtrack,archive_footage","tt0045355,tt0030399,tt0033863,tt0035194",33
tt0032515,1.0,nm0003624,movie,Die Geierwally,0.0,\N,104,movie,Wally of the Vultures,Die Geierwally,0,1940,\N,104,"Drama,Romance",Heidemarie Hatheyer,1918,1990,"actress,archive_footage","tt0095594,tt0037809,tt0052213,tt0048542",22
tt0032521,2.0,nm0000992,movie,The Ghost Comes Home,0.0,\N,79,movie,The Ghost Comes Home,The Ghost Comes Home,0,1940,\N,79,"Comedy,Drama,Romance",Billie Burke,1884,1970,"actress,soundtrack,archive_footage","tt0032138,tt0030442,tt0023948,tt0029682",56
tt0032525,1.0,nm0936730,movie,Girl from Avenue A,0.0,\N,71,movie,Girl from Avenue A,Girl from Avenue A,0,1940,\N,71,"Comedy,Drama,Romance",Jane Withers,1926,2021,"actress,writer,soundtrack","tt0049261,tt0024914,tt0257778,tt0033044",14
tt0032534,1.0,nm0521937,movie,Glamour for Sale,0.0,\N,60,movie,Glamour for Sale,Glamour for Sale,0,1940,\N,60,"Drama,Romance",Anita Louise,1915,1970,"actress,soundtrack,archive_footage","tt0031580,tt0037698,tt0021465,tt0034021",25
tt0032539,1.0,nm0815433,movie,Gold Rush Maisie,0.0,\N,82,movie,Gold Rush Maisie,Gold Rush Maisie,0,1940,\N,82,"Comedy,Drama,Romance",Ann Sothern,1909,2001,"actress,music_department,soundtrack","tt0033803,tt0094315,tt0041587,tt0045435",31
tt0032541,2.0,nm0880210,movie,Golowin geht durch die Stadt,0.0,\N,83,movie,Golowin geht durch die Stadt,Golowin geht durch die Stadt,0,1940,\N,83,"Crime,Romance",Anneliese Uhlig,1918,2017,actress,"tt0071011,tt0033230,tt0035212,tt0241642",22
tt0032558,2.0,nm0000910,movie,Green Hell,0.0,\N,87,movie,Green Hell,Green Hell,0,1940,\N,87,"Adventure,Romance",Joan Bennett,1910,1990,"actress,soundtrack,archive_footage","tt0076786,tt0038057,tt0037469,tt0024264",30
tt0032562,2.0,nm0843924,movie,Gül Baba,0.0,\N,105,movie,Gül Baba,Gül Baba,0,1940,\N,105,"Musical,Romance",Zita Szeleczky,1919,1999,"actress,archive_footage","tt0033829,tt0033006,tt0033571,tt0031529",21
tt0032588,3.0,nm0510761,movie,Herz ohne Heimat,0.0,\N,87,movie,Herz ohne Heimat,Herz ohne Heimat,0,1940,\N,87,"Drama,Romance",Olga Limburg,1881,1970,actress,"tt0029178,tt0028016,tt0132207,tt0010589",59
tt0032596,1.0,nm0751426,movie,Hired Wife,0.0,\N,96,movie,Hired Wife,Hired Wife,0,1940,\N,96,"Comedy,Romance",Rosalind Russell,1907,1976,"actress,writer,soundtrack","tt0051383,tt0032599,tt0056048,tt0032143",33
tt0032599,2.0,nm0751426,movie,His Girl Friday,0.0,\N,92,movie,His Girl Friday,His Girl Friday,0,1940,\N,92,"Comedy,Drama,Romance",Rosalind Russell,1907,1976,"actress,writer,soundtrack","tt0051383,tt0032599,tt0056048,tt0032143",33
tt0032600,2.0,nm0486387,movie,Hit Parade of 1941,0.0,\N,88,movie,Hit Parade of 1941,Hit Parade of 1941,0,1940,\N,88,"Comedy,Musical,Romance",Frances Langford,1913,2005,"actress,music_department,writer","tt0029003,tt0028079,tt0026325,tt0033323",27
tt0032602,2.0,nm0317519,movie,Hold That Woman!,0.0,\N,67,movie,Hold That Woman!,Hold That Woman!,0,1940,\N,67,"Comedy,Crime,Romance",Frances Gifford,1920,1994,"actress,archive_footage","tt0036414,tt0034798,tt0032602,tt0033776",20
tt0032613,2.0,nm0000074,movie,Hudson's Bay,0.0,\N,95,movie,Hudson's Bay,Hudson's Bay,0,1940,\N,95,"Adventure,History,Romance",Gene Tierney,1920,1991,"actress,soundtrack,archive_footage","tt0037008,tt0039420,tt0035979,tt0037865",20
tt0032614,2.0,nm0340706,movie,Hullabaloo,0.0,\N,78,movie,Hullabaloo,Hullabaloo,0,1940,\N,78,"Comedy,Musical,Romance",Virginia Grey,1917,2004,"actress,soundtrack,archive_footage","tt0065377,tt0040920,tt0032143,tt0031047",23
tt0032616,2.0,nm0707771,movie,"I Can't Give You Anything But Love, Baby",0.0,\N,61,movie,"I Can't Give You Anything But Love, Baby","I Can't Give You Anything But Love, Baby",0,1940,\N,61,"Comedy,Music,Romance",Jessie Ralph,1870,1944,"actress,soundtrack,archive_footage","tt0026174,tt0028804,tt0026266,tt0027260",70
tt0032617,2.0,nm0001485,movie,I Love You Again,0.0,\N,99,movie,I Love You Again,I Love You Again,0,1940,\N,99,"Comedy,Romance",Myrna Loy,1905,1993,"actress,soundtrack,archive_footage","tt0025878,tt0036868,tt0040613,tt0027260",35
tt0032624,2.0,nm0419849,movie,If I Had My Way,0.0,\N,82,movie,If I Had My Way,If I Had My Way,0,1940,\N,82,"Comedy,Musical,Romance",Gloria Jean,1926,2018,"actress,soundtrack,archive_footage","tt0178610,tt0041632,tt0036171,tt0033945",14
tt0032637,1.0,nm0115597,movie,The Invisible Woman,0.0,\N,72,movie,The Invisible Woman,The Invisible Woman,0,1940,\N,72,"Comedy,Romance,Sci-Fi",Virginia Bruce,1910,1982,"actress,soundtrack,archive_footage","tt0032637,tt0027656,tt0032476,tt0032017",30
tt0032644,1.0,nm0002052,movie,It's a Date,0.0,\N,103,movie,It's a Date,It's a Date,0,1940,\N,103,"Comedy,Musical,Romance",Deanna Durbin,1921,2013,"actress,soundtrack,archive_footage","tt0033766,tt0037859,tt0032644,tt0031311",19
tt0032648,1.0,nm0319582,movie,Jennie,0.0,\N,75,movie,Jennie,Jennie,0,1940,\N,75,"Drama,Romance",Virginia Gilmore,1919,1986,"actress,soundtrack,archive_footage","tt0040237,tt0032648,tt0034507,tt0035426",21
tt0032668,2.0,nm0225649,movie,King of the Lumberjacks,0.0,\N,58,movie,King of the Lumberjacks,King of the Lumberjacks,0,1940,\N,58,"Action,Drama,Romance",Gloria Dickson,1917,1945,"actress,soundtrack,archive_footage","tt0029658,tt0032113,tt0032668,tt0031825",23
tt0032671,1.0,nm0001677,movie,Kitty Foyle,0.0,\N,108,movie,Kitty Foyle,Kitty Foyle,0,1940,\N,108,"Drama,Romance",Ginger Rogers,1911,1995,"actress,soundtrack,archive_footage","tt0032671,tt0035019,tt0044916,tt0032946",29
tt0032674,3.0,nm0662335,movie,Knights of the Range,0.0,\N,70,movie,Knights of the Range,Knights of the Range,0,1940,\N,70,"Action,Music,Romance",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",25
tt0032684,2.0,nm0485537,movie,Ladies Must Live,0.0,\N,58,movie,Ladies Must Live,Ladies Must Live,0,1940,\N,58,"Comedy,Romance",Rosemary Lane,1913,1974,"actress,soundtrack","tt0032198,tt0035625,tt0035972,tt0030149",27
tt0032700,2.0,nm0736939,movie,Let's Make Music,0.0,\N,84,movie,Let's Make Music,Let's Make Music,0,1940,\N,84,"Drama,Music,Romance",Jean Rogers,1916,1991,"actress,soundtrack,archive_footage","tt0027623,tt0032325,tt0033227,tt0038618",24
tt0032703,2.0,nm0640930,movie,Li'l Abner,0.0,\N,78,movie,Li'l Abner,Li'l Abner,0,1940,\N,78,"Comedy,Romance",Martha O'Driscoll,1922,1998,"actress,soundtrack,archive_footage","tt0037793,tt0038203,tt0038364,tt0038490",18
tt0032731,2.0,nm0011116,movie,"Love, Honor and Oh-Baby!",0.0,\N,59,movie,"Love, Honor and Oh-Baby!","Love, Honor and Oh-Baby!",0,1940,\N,59,"Comedy,Mystery,Romance",Kathryn Adams,1920,2016,actress,"tt0038366,tt0035279,tt0031302,tt0031455",20
tt0032733,2.0,nm0001677,movie,Lucky Partners,0.0,\N,99,movie,Lucky Partners,Lucky Partners,0,1940,\N,99,"Comedy,Drama,Romance",Ginger Rogers,1911,1995,"actress,soundtrack,archive_footage","tt0032671,tt0035019,tt0044916,tt0032946",29
tt0032734,1.0,nm0688762,movie,Lucrezia Borgia,0.0,\N,76,movie,Lucrezia Borgia,Lucrezia Borgia,0,1940,\N,76,"Drama,History,Romance",Isa Pola,1909,1984,actress,"tt0031145,tt0032734,tt0036248,tt0041814",31
tt0032743,1.0,nm0837821,movie,Madla zpívá Evrope,0.0,\N,\N,movie,Madla zpívá Evrope,Madla zpívá Evrope,0,1940,\N,\N,"Drama,Music,Romance",Zdenka Sulanová,1920,2004,"actress,soundtrack","tt0032743,tt0151371,tt0151370,tt0464789",20
tt0032764,2.0,nm0899091,movie,Married and in Love,0.0,\N,59,movie,Married and in Love,Married and in Love,0,1940,\N,59,"Drama,Romance",Helen Vinson,1907,1999,actress,"tt0023042,tt0024210,tt0033175,tt0033963",33
tt0032766,2.0,nm0047810,movie,Maryland,0.0,\N,92,movie,Maryland,Maryland,0,1940,\N,92,"Drama,Mystery,Romance",Fay Bainter,1893,1968,"actress,soundtrack,archive_footage","tt0030287,tt0054743,tt0038116,tt0030973",47
tt0032770,2.0,nm0252327,movie,Med dej i mina armar,0.0,\N,82,movie,Med dej i mina armar,Med dej i mina armar,0,1940,\N,82,"Comedy,Romance",Karin Ekelund,1913,1976,"actress,soundtrack,archive_footage","tt0036372,tt0033859,tt0025853,tt0033376",27
tt0032777,2.0,nm0903101,movie,Meine Tochter tut das nicht,0.0,\N,89,movie,My Daughter Doesn't Do That,Meine Tochter tut das nicht,0,1940,\N,89,"Comedy,Romance",Erika von Thellmann,1902,1988,"actress,soundtrack,archive_footage","tt0070645,tt0229082,tt0042563,tt0228352",38
tt0032795,2.0,nm0371123,movie,Millionaire Playboy,0.0,\N,64,movie,Millionaire Playboy,Millionaire Playboy,0,1940,\N,64,"Comedy,Romance",Linda Hayes,1918,1995,"actress,soundtrack,archive_footage","tt0031370,tt0032622,tt0031641,tt2381111",22
tt0032799,2.0,nm0090029,movie,Misbehaving Husbands,0.0,\N,65,movie,Misbehaving Husbands,Misbehaving Husbands,0,1940,\N,65,"Comedy,Romance",Betty Blythe,1893,1972,"actress,archive_footage","tt0016338,tt0013925,tt0012600,tt0016252",47
tt0032801,2.0,nm0003632,movie,Die mißbrauchten Liebesbriefe,0.0,\N,95,movie,Die mißbrauchten Liebesbriefe,Die mißbrauchten Liebesbriefe,0,1940,\N,95,"Drama,Romance",Anne-Marie Blanc,1919,2009,"actress,archive_footage","tt0250573,tt0855815,tt0061410,tt0032801",21
tt0032809,1.0,nm0483787,movie,Moon Over Burma,0.0,\N,76,movie,Moon Over Burma,Moon Over Burma,0,1940,\N,76,"Adventure,Romance",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",26
tt0032812,1.0,nm0807074,movie,Moya lyubov,0.0,\N,80,movie,Moya lyubov,Moya lyubov,0,1940,\N,80,"Comedy,Musical,Romance",Lidiya Smirnova,1915,2007,"actress,writer,archive_footage","tt0166742,tt0032812,tt0066565,tt0169216",25
tt0032823,2.0,nm0000028,movie,Music in My Heart,0.0,\N,70,movie,Music in My Heart,Music in My Heart,0,1940,\N,70,"Musical,Romance",Rita Hayworth,1918,1987,"actress,producer,soundtrack","tt0038559,tt0040525,tt0035103,tt0036723",22
tt0032831,1.0,nm0140914,movie,"My Son, My Son!",0.0,\N,116,movie,"My Son, My Son!","My Son, My Son!",0,1940,\N,116,"Drama,Romance",Madeleine Carroll,1906,1987,"actress,archive_footage","tt0026029,tt0035100,tt0029442,tt0029057",34
tt0032835,1.0,nm0432041,movie,Nanette,0.0,\N,97,movie,Nanette,Nanette,0,1940,\N,97,"Musical,Romance",Jenny Jugo,1904,2001,"actress,archive_footage","tt0032835,tt0141753,tt0019110,tt0022923",36
tt0032840,1.0,nm0531776,movie,New Moon,0.0,\N,105,movie,New Moon,New Moon,0,1940,\N,105,"Adventure,Musical,Romance",Jeanette MacDonald,1903,1965,"actress,soundtrack,archive_footage","tt0034565,tt0031121,tt0028216,tt0025493",37
