tconst,ordering,nconst,titleType_x,originalTitle_x,isAdult_x,endYear_x,runtimeMinutes_x,titleType_y,primaryTitle,originalTitle_y,isAdult_y,startYear,endYear_y,runtimeMinutes_y,genres,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,age
tt0032484,2.0,nm0206478,movie,Foreign Correspondent,0.0,\N,120.0,movie,Foreign Correspondent,Foreign Correspondent,0,1940,\N,120,"Action,Romance,Thriller",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",20
tt0032530,1.0,nm0245304,movie,Girls of the Road,0.0,\N,61.0,movie,Girls of the Road,Girls of the Road,0,1940,\N,61,"Action,Adventure,Crime",Ann Dvorak,1911,1979,"actress,miscellaneous,soundtrack","tt0023427,tt0028695,tt0026393,tt0023590",29
tt0032557,2.0,nm0580585,movie,The Green Archer,0.0,\N,285.0,movie,The Green Archer,The Green Archer,0,1940,\N,285,"Action,Adventure,Crime",Iris Meredith,1915,1980,"actress,soundtrack,archive_footage","tt0032557,tt0033142,tt0031312,tt0031773",25
tt0032559,4.0,nm0619254,movie,The Green Hornet Strikes Again!,0.0,\N,293.0,movie,The Green Hornet Strikes Again!,The Green Hornet Strikes Again!,0,1940,\N,293,"Action,Adventure,Crime",Anne Nagel,1915,1966,"actress,soundtrack,archive_footage","tt0033879,tt0031394,tt0032559,tt0032258",25
tt0032584,4.0,nm0663888,movie,Heroes of the Saddle,0.0,\N,56.0,movie,Heroes of the Saddle,Heroes of the Saddle,0,1940,\N,56,"Action,Crime,Drama",Patsy Parsons,1931,2006,"actress,soundtrack,archive_footage","tt0035575,tt0046639,tt0034432,tt0034279",9
tt0032591,2.0,nm0510989,movie,Hidden Enemy,0.0,\N,63.0,movie,Hidden Enemy,Hidden Enemy,0,1940,\N,63,"Action,Adventure,Drama",Kay Linaker,1913,2008,"actress,writer,soundtrack","tt0094761,tt0051418,tt0035532,tt0031371",27
tt0032595,1.0,nm0936730,movie,High School,0.0,\N,74.0,movie,High School,High School,0,1940,\N,74,"Action,Comedy,Music",Jane Withers,1926,2021,"actress,writer,soundtrack","tt0049261,tt0024914,tt0257778,tt0033044",14
tt0032622,2.0,nm0371123,movie,I'm Still Alive,0.0,\N,72.0,movie,I'm Still Alive,I'm Still Alive,0,1940,\N,72,"Action,Adventure,Drama",Linda Hayes,1918,1995,"actress,soundtrack,archive_footage","tt0031370,tt0032622,tt0031641,tt2381111",22
tt0032642,3.0,nm0485806,movie,Isle of Destiny,0.0,\N,95.0,movie,Isle of Destiny,Isle of Destiny,0,1940,\N,95,"Action,Adventure,Drama",June Lang,1917,2005,"actress,soundtrack,archive_footage","tt0022753,tt0030430,tt0034087,tt0031328",23
tt0032668,2.0,nm0225649,movie,King of the Lumberjacks,0.0,\N,58.0,movie,King of the Lumberjacks,King of the Lumberjacks,0,1940,\N,58,"Action,Drama,Romance",Gloria Dickson,1917,1945,"actress,soundtrack,archive_footage","tt0029658,tt0032113,tt0032668,tt0031825",23
tt0032674,3.0,nm0662335,movie,Knights of the Range,0.0,\N,70.0,movie,Knights of the Range,Knights of the Range,0,1940,\N,70,"Action,Music,Romance",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",25
tt0032690,3.0,nm0949961,movie,The Last Alarm,0.0,\N,61.0,movie,The Last Alarm,The Last Alarm,0,1940,\N,61,"Action,Adventure,Crime",Polly Ann Young,1908,1997,actress,"tt0031817,tt0033190,tt0025455,tt0032139",32
tt0032761,3.0,nm0000840,movie,The Marines Fly High,0.0,\N,68.0,movie,The Marines Fly High,The Marines Fly High,0,1940,\N,68,"Action,Adventure,Drama",Lucille Ball,1911,1989,"producer,actress,production_manager","tt0043208,tt0055686,tt0062570,tt0047191",29
tt0032762,2.0,nm0001105,movie,The Mark of Zorro,0.0,\N,94.0,movie,The Mark of Zorro,The Mark of Zorro,0,1940,\N,94,"Action,Adventure,Family",Linda Darnell,1923,1965,"actress,soundtrack,archive_footage","tt0037691,tt0032762,tt0042792,tt0041587",17
tt0032763,2.0,nm0422436,movie,Marked Men,0.0,\N,66.0,movie,Marked Men,Marked Men,0,1940,\N,66,"Action,Crime,Mystery",Isabel Jewell,1907,1972,"actress,soundtrack,archive_footage","tt0031381,tt0039211,tt0027075,tt0023911",33
tt0032781,4.0,nm0057412,movie,Men Against the Sky,0.0,\N,75.0,movie,Men Against the Sky,Men Against the Sky,0,1940,\N,75,"Action,Adventure,Drama",Wendy Barrie,1912,1978,"actress,soundtrack,archive_footage","tt0033650,tt0031890,tt0033517,tt0033013",28
tt0032783,3.0,nm0399955,movie,Men Without Souls,0.0,\N,62.0,movie,Men Without Souls,Men Without Souls,0,1940,\N,62,"Action,Crime,Drama",Rochelle Hudson,1916,1972,"actress,soundtrack,archive_footage","tt0025301,tt0033971,tt0028651,tt0048545",24
tt0032790,2.0,nm0721851,movie,Midnight Limited,0.0,\N,61.0,movie,Midnight Limited,Midnight Limited,0,1940,\N,61,"Action,Adventure,Crime",Marjorie Reynolds,1917,1997,"actress,soundtrack,archive_footage","tt0039037,tt0034862,tt0032404,tt0043643",23
tt0032803,2.0,nm0463152,movie,Bokuseki,0.0,\N,124.0,movie,Bokuseki,Bokuseki,0,1940,\N,124,"Action,Crime",Michiyo Kogure,1918,1990,"actress,soundtrack,archive_footage","tt0185883,tt0048579,tt0049710,tt0049888",22
tt0032832,6.0,nm0623606,movie,Mysterious Doctor Satan,0.0,\N,267.0,movie,Mysterious Doctor Satan,Mysterious Doctor Satan,0,1940,\N,267,"Action,Adventure,Crime",Ella Neal,1920,1991,"actress,archive_footage","tt0032832,tt0033442,tt0032809,tt0035400",20
tt0032833,2.0,nm0926495,movie,Mystery in Swing,0.0,\N,68.0,movie,Mystery in Swing,Mystery in Swing,0,1940,\N,68,"Action,Adventure,Music",Marguerite Whitten,1913,1990,"actress,soundtrack,archive_footage","tt0033787,tt0135694,tt0032833,tt0033925",27
tt0032838,3.0,nm0036084,movie,Neutral Port,0.0,\N,89.0,movie,Neutral Port,Neutral Port,0,1940,\N,89,"Action,Comedy,Drama",Yvonne Arnaud,1892,1958,"actress,music_department","tt0023923,tt0022490,tt0026597,tt0185718",48
tt0032890,2.0,nm0197713,movie,Parole Fixer,0.0,\N,68.0,movie,Parole Fixer,Parole Fixer,0,1940,\N,68,"Action,Crime,Drama",Virginia Dale,1917,1994,"actress,soundtrack,archive_footage","tt0034862,tt0031221,tt0031031,tt0040296",23
tt0032893,3.0,nm0130427,movie,Passport to Alcatraz,0.0,\N,60.0,movie,Passport to Alcatraz,Passport to Alcatraz,0,1940,\N,60,"Action,Adventure",Cecilia Callejo,1907,2003,"actress,soundtrack,archive_footage","tt0037600,tt0031500,tt0032893,tt0030079",33
tt0032911,2.0,nm0822548,movie,Pinto Canyon,0.0,\N,55.0,movie,Pinto Canyon,Pinto Canyon,0,1940,\N,55,"Action,Romance,Western",Louise Stanley,1915,1982,"actress,archive_footage","tt0033058,tt0032911,tt0028967,tt0030870",25
tt0033014,3.0,nm0721748,movie,The Saint's Double Trouble,0.0,\N,67.0,movie,The Saint's Double Trouble,The Saint's Double Trouble,0,1940,\N,67,"Action,Crime,Drama",Helene Reynolds,1914,1990,actress,"tt0035979,tt0031455,tt0035272,tt0035027",26
tt0033028,2.0,nm0550782,movie,The Sea Hawk,0.0,\N,127.0,movie,The Sea Hawk,The Sea Hawk,0,1940,\N,127,"Action,Adventure,History",Brenda Marshall,1915,1992,"actress,soundtrack,archive_footage","tt0033028,tt0038986,tt0034578,tt0035751",25
tt0033032,1.0,nm0723422,movie,The Secret Seven,0.0,\N,62.0,movie,The Secret Seven,The Secret Seven,0,1940,\N,62,"Action,Crime,Drama",Florence Rice,1907,1974,"actress,soundtrack,archive_footage","tt0030120,tt0033402,tt0035378,tt0033426",33
tt0033040,2.0,nm0096458,movie,The Shadow,0.0,\N,285.0,movie,The Shadow,The Shadow,0,1940,\N,285,"Action,Adventure,Crime",Veda Ann Borg,1915,1973,"actress,soundtrack,archive_footage","tt0037913,tt0029080,tt0039169,tt0053580",25
tt0033058,2.0,nm0822548,movie,Sky Bandits,0.0,\N,62.0,movie,Sky Bandits,Sky Bandits,0,1940,\N,62,"Action,Comedy,Drama",Louise Stanley,1915,1982,"actress,archive_footage","tt0033058,tt0032911,tt0028967,tt0030870",25
tt0033082,3.0,nm0002068,movie,South of Pago Pago,0.0,\N,98.0,movie,South of Pago Pago,South of Pago Pago,0,1940,\N,98,"Action,Adventure,Crime",Frances Farmer,1913,1970,"actress,writer,soundtrack","tt0032481,tt0029675,tt0035360,tt0028817",27
tt0033085,3.0,nm0221797,movie,South to Karanga,0.0,\N,59.0,movie,South to Karanga,South to Karanga,0,1940,\N,59,"Action,Drama",Luli Deste,1902,1951,"actress,archive_footage","tt0029670,tt0033452,tt0033085,tt0032094",38
tt0033139,3.0,nm0117147,movie,Terry and the Pirates,0.0,\N,300.0,movie,Terry and the Pirates,Terry and the Pirates,0,1940,\N,300,"Action,Adventure,Drama",Joyce Bryant,1916,2004,actress,"tt0033139,tt0033761,tt0031018,tt0038752",24
tt0033175,2.0,nm0792130,movie,Torrid Zone,0.0,\N,88.0,movie,Torrid Zone,Torrid Zone,0,1940,\N,88,"Action,Adventure,Comedy",Ann Sheridan,1915,1967,"actress,producer,soundtrack","tt0034946,tt0033149,tt0039666,tt0037273",25
tt0033227,2.0,nm0736939,movie,Viva Cisco Kid,0.0,\N,65.0,movie,Viva Cisco Kid,Viva Cisco Kid,0,1940,\N,65,"Action,Romance,Western",Jean Rogers,1916,1991,"actress,soundtrack,archive_footage","tt0027623,tt0032325,tt0033227,tt0038618",24
tt0033265,1.0,nm0942039,movie,Wildcat Bus,0.0,\N,64.0,movie,Wildcat Bus,Wildcat Bus,0,1940,\N,64,"Action,Crime,Drama",Fay Wray,1907,2004,"actress,writer,camera_department","tt0024216,tt0023238,tt0022827,tt0024368",33
tt0033317,4.0,nm0192974,movie,Adventures of Captain Marvel,0.0,\N,216.0,movie,Adventures of Captain Marvel,Adventures of Captain Marvel,0,1941,\N,216,"Action,Adventure,Family",Louise Currie,1913,2013,"actress,archive_footage","tt0035640,tt0037441,tt0033317,tt0039262",28
tt0033399,1.0,nm0883922,movie,Blonde Comet,0.0,\N,67.0,movie,Blonde Comet,Blonde Comet,0,1941,\N,67,"Action,Drama,Romance",Virginia Vale,1920,2006,"actress,soundtrack,archive_footage","tt0033399,tt0033185,tt0034550,tt0032292",21
tt0033402,1.0,nm0723422,movie,The Blonde from Singapore,0.0,\N,69.0,movie,The Blonde from Singapore,The Blonde from Singapore,0,1941,\N,69,"Action,Adventure,Romance",Florence Rice,1907,1974,"actress,soundtrack,archive_footage","tt0030120,tt0033402,tt0035378,tt0033426",34
tt0033426,2.0,nm0723422,movie,Borrowed Hero,0.0,\N,65.0,movie,Borrowed Hero,Borrowed Hero,0,1941,\N,65,"Action,Adventure,Crime",Florence Rice,1907,1974,"actress,soundtrack,archive_footage","tt0030120,tt0033402,tt0035378,tt0033426",34
tt0033429,2.0,nm0132682,movie,Bowery Boy,0.0,\N,71.0,movie,Bowery Boy,Bowery Boy,0,1940,\N,71,"Action,Adventure,Crime",Louise Campbell,1911,1997,"actress,archive_footage","tt0029952,tt0033429,tt0028667,tt0028670",29
tt0033440,2.0,nm0030166,movie,Burma Convoy,0.0,\N,60.0,movie,Burma Convoy,Burma Convoy,0,1941,\N,60,"Action,Adventure,Drama",Evelyn Ankers,1918,1985,"actress,soundtrack,archive_footage","tt0034398,tt0038864,tt0034786,tt0035713",23
tt0033510,1.0,nm0832475,movie,Dangerous Lady,0.0,\N,63.0,movie,Dangerous Lady,Dangerous Lady,0,1941,\N,63,"Action,Comedy,Crime",June Storey,1918,1991,"actress,soundtrack,archive_footage","tt0033510,tt0038990,tt0038102,tt0031437",23
tt0033535,3.0,nm0928844,movie,"Dick Tracy vs. Crime, Inc.",0.0,\N,263.0,movie,"Dick Tracy vs. Crime, Inc.","Dick Tracy vs. Crime, Inc.",0,1941,\N,263,"Action,Crime,Drama",Jan Wiley,1916,1993,"actress,archive_footage","tt0036821,tt0037904,tt0036758,tt0038387",25
tt0033539,2.0,nm0723422,movie,Doctors Don't Tell,0.0,\N,65.0,movie,Doctors Don't Tell,Doctors Don't Tell,0,1941,\N,65,"Action,Crime,Drama",Florence Rice,1907,1974,"actress,soundtrack,archive_footage","tt0030120,tt0033402,tt0035378,tt0033426",34
tt0033547,2.0,nm0601733,movie,Double Cross,0.0,\N,61.0,movie,Double Cross,Double Cross,0,1941,\N,61,"Action,Adventure,Crime",Pauline Moore,1914,2001,"actress,soundtrack,archive_footage","tt0032028,tt0031216,tt0032346,tt0030136",27
tt0033576,2.0,nm0400490,movie,Emergency Landing,0.0,\N,64.0,movie,Emergency Landing,Emergency Landing,0,1941,\N,64,"Action,Drama,Romance",Carol Hughes,1910,1995,"actress,soundtrack,archive_footage","tt0032274,tt0032475,tt0030193,tt0029475",31
tt0033612,3.0,nm0602955,movie,Flying Cadets,0.0,\N,64.0,movie,Flying Cadets,Flying Cadets,0,1941,\N,64,"Action,Adventure,Drama",Peggy Moran,1918,2002,"actress,soundtrack,archive_footage","tt0032818,tt0033728,tt0035309,tt0032873",23
tt0033646,2.0,nm0428736,movie,The Gang's All Here,0.0,\N,61.0,movie,The Gang's All Here,The Gang's All Here,0,1941,\N,61,"Action,Adventure,Comedy",Marcia Mae Jones,1924,2007,"actress,soundtrack,archive_footage","tt0070903,tt0028988,tt0031580,tt0037001",17
tt0033667,1.0,nm0802325,movie,"Go West, Young Lady",0.0,\N,70.0,movie,"Go West, Young Lady","Go West, Young Lady",0,1941,\N,70,"Action,Comedy,Music",Penny Singleton,1908,2003,"actress,soundtrack,archive_footage","tt0027260,tt0033667,tt0033404,tt0032262",33
tt0033703,3.0,nm0602955,movie,"Hello, Sucker",0.0,\N,60.0,movie,"Hello, Sucker","Hello, Sucker",0,1941,\N,60,"Action,Comedy",Peggy Moran,1918,2002,"actress,soundtrack,archive_footage","tt0032818,tt0033728,tt0035309,tt0032873",23
tt0033704,3.0,nm0713106,movie,Hellzapoppin',0.0,\N,84.0,movie,Hellzapoppin',Hellzapoppin',0,1941,\N,84,"Action,Comedy,Musical",Martha Raye,1916,1994,"actress,writer,soundtrack","tt0055797,tt0088693,tt0066685,tt0028806",25
tt0033717,1.0,nm0526946,movie,High Sierra,0.0,\N,100.0,movie,High Sierra,High Sierra,0,1940,\N,100,"Action,Adventure,Drama",Ida Lupino,1918,1995,"actress,director,writer","tt0033717,tt0034828,tt0033802,tt0037990",22
tt0033718,1.0,nm0550782,movie,Highway West,0.0,\N,64.0,movie,Highway West,Highway West,0,1941,\N,64,"Action,Crime,Drama",Brenda Marshall,1915,1992,"actress,soundtrack,archive_footage","tt0033028,tt0038986,tt0034578,tt0035751",26
tt0033747,1.0,nm0387556,movie,I'll Sell My Life,0.0,\N,73.0,movie,I'll Sell My Life,I'll Sell My Life,0,1941,\N,73,"Action,Crime,Drama",Rose Hobart,1906,2000,"actress,soundtrack,archive_footage","tt0022835,tt0037611,tt0021074,tt0033747",35
tt0033817,2.0,nm0731376,movie,Last of the Duanes,0.0,\N,57.0,movie,Last of the Duanes,Last of the Duanes,0,1941,\N,57,"Action,Drama,Western",Lynne Roberts,1922,1978,"actress,soundtrack,archive_footage","tt0040539,tt0032279,tt0039707,tt0040561",19
tt0033903,3.0,nm0371123,movie,Men of the Timberland,0.0,\N,61.0,movie,Men of the Timberland,Men of the Timberland,0,1941,\N,61,"Action,Adventure,Crime",Linda Hayes,1918,1995,"actress,soundtrack,archive_footage","tt0031370,tt0032622,tt0031641,tt2381111",23
tt0033906,2.0,nm0225649,movie,Mercy Island,0.0,\N,72.0,movie,Mercy Island,Mercy Island,0,1941,\N,72,"Action,Crime,Drama",Gloria Dickson,1917,1945,"actress,soundtrack,archive_footage","tt0029658,tt0032113,tt0032668,tt0031825",24
tt0033914,2.0,nm0350374,movie,Mob Town,0.0,\N,60.0,movie,Mob Town,Mob Town,0,1941,\N,60,"Action,Comedy,Crime",Anne Gwynne,1918,2003,"actress,soundtrack,archive_footage","tt0036931,tt0037302,tt0039320,tt0041133",23
tt0033957,2.0,nm0910294,movie,No Greater Sin,0.0,\N,85.0,movie,No Greater Sin,No Greater Sin,0,1941,\N,85,"Action,Drama,Romance",Luana Walters,1912,1963,"actress,archive_footage","tt0034613,tt0028241,tt0032420,tt0028589",29
tt0033963,2.0,nm0002104,movie,Nothing but the Truth,0.0,\N,90.0,movie,Nothing But the Truth,Nothing but the Truth,0,1941,\N,90,"Action,Comedy,Romance",Paulette Goddard,1910,1990,"actress,producer,soundtrack","tt0032520,tt0027977,tt0033722,tt0037849",31
tt0033971,1.0,nm0399955,movie,The Officer and the Lady,0.0,\N,60.0,movie,The Officer and the Lady,The Officer and the Lady,0,1941,\N,60,"Action,Crime,Drama",Rochelle Hudson,1916,1972,"actress,soundtrack,archive_footage","tt0025301,tt0033971,tt0028651,tt0048545",25
tt0033992,3.0,nm0371123,movie,Citadel of Crime,0.0,\N,58.0,movie,Citadel of Crime,Citadel of Crime,0,1941,\N,58,"Action,Crime,Drama",Linda Hayes,1918,1995,"actress,soundtrack,archive_footage","tt0031370,tt0032622,tt0031641,tt2381111",23
tt0034002,1.0,nm0074949,movie,Paris Calling,0.0,\N,95.0,movie,Paris Calling,Paris Calling,0,1941,\N,95,"Action,Adventure,Romance",Elisabeth Bergner,1897,1986,"actress,producer,archive_footage","tt0024962,tt0034002,tt0026320,tt0056031",44
tt0034031,2.0,nm0129278,movie,I pirati della Malesia,0.0,\N,90.0,movie,Pirates of Malaya,I pirati della Malesia,0,1941,\N,90,"Action,Drama",Clara Calamai,1909,1998,"actress,archive_footage","tt0038288,tt0073582,tt0035160,tt0042904",32
tt0034032,2.0,nm0662335,movie,The Pittsburgh Kid,0.0,\N,76.0,movie,The Pittsburgh Kid,The Pittsburgh Kid,0,1941,\N,76,"Action,Drama,Sport",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",26
tt0034081,3.0,nm0371123,movie,Raiders of the Desert,0.0,\N,60.0,movie,Raiders of the Desert,Raiders of the Desert,0,1941,\N,60,"Action,Adventure,Comedy",Linda Hayes,1918,1995,"actress,soundtrack,archive_footage","tt0031370,tt0032622,tt0031641,tt2381111",23
tt0034093,2.0,nm0719233,movie,Remorques,0.0,\N,91.0,movie,Remorques,Remorques,0,1941,\N,91,"Action,Drama,Romance",Madeleine Renaud,1900,1994,"actress,soundtrack,archive_footage","tt0034093,tt0056197,tt0027730,tt0024310",41
tt0034111,2.0,nm0703526,movie,Riot Squad,0.0,\N,60.0,movie,Riot Squad,Riot Squad,0,1941,\N,60,"Action,Crime,Drama",Rita Quigley,1923,2008,actress,"tt0033117,tt0036022,tt0033400,tt0036046",18
tt0034113,3.0,nm0408876,movie,River's End,0.0,\N,69.0,movie,River's End,River's End,0,1940,\N,69,"Action,Drama,Western",Elizabeth Inglis,1913,2007,actress,"tt0032701,tt0029670,tt0165392,tt0034113",27
tt0034161,9.0,nm0275997,movie,Sea Raiders,0.0,\N,229.0,movie,Sea Raiders,Sea Raiders,0,1941,\N,229,"Action,Adventure,Crime",Mary Field,1909,1996,"actress,soundtrack,archive_footage","tt0033373,tt0034173,tt0029440,tt0031203",32
tt0034197,6.0,nm0011116,movie,Sky Raiders,0.0,\N,227.0,movie,Sky Raiders,Sky Raiders,0,1941,\N,227,"Action,Adventure,Drama",Kathryn Adams,1920,2016,actress,"tt0038366,tt0035279,tt0031302,tt0031455",21
tt0034221,2.0,nm0883922,movie,South of Panama,0.0,\N,68.0,movie,South of Panama,South of Panama,0,1941,\N,68,"Action,Drama,Thriller",Virginia Vale,1920,2006,"actress,soundtrack,archive_footage","tt0033399,tt0033185,tt0034550,tt0032292",21
tt0034223,4.0,nm0014704,movie,The Spider Returns,0.0,\N,300.0,movie,The Spider Returns,The Spider Returns,0,1941,\N,300,"Action,Adventure,Crime",Mary Ainslee,1914,1991,"actress,archive_footage","tt0033755,tt0032741,tt0034064,tt0034831",27
tt0034232,1.0,nm0807252,movie,Steel Against the Sky,0.0,\N,67.0,movie,Steel Against the Sky,Steel Against the Sky,0,1941,\N,67,"Action,Adventure,Comedy",Alexis Smith,1921,1993,"actress,soundtrack,archive_footage","tt0106226,tt0035751,tt0037611,tt0034778",20
tt0034266,2.0,nm0001577,movie,Tarzan's Secret Treasure,0.0,\N,81.0,movie,Tarzan's Secret Treasure,Tarzan's Secret Treasure,0,1941,\N,81,"Action,Adventure,Romance",Maureen O'Sullivan,1911,1998,"actress,soundtrack,archive_footage","tt0025878,tt0091167,tt0025862,tt0023551",30
tt0034302,2.0,nm0400490,movie,Top Sergeant Mulligan,0.0,\N,70.0,movie,Top Sergeant Mulligan,Top Sergeant Mulligan,0,1941,\N,70,"Action,Adventure,Comedy",Carol Hughes,1910,1995,"actress,soundtrack,archive_footage","tt0032274,tt0032475,tt0030193,tt0029475",31
tt0034375,1.0,nm0054609,movie,We Go Fast,0.0,\N,64.0,movie,We Go Fast,We Go Fast,0,1941,\N,64,"Action,Adventure,Comedy",Lynn Bari,1919,1989,"actress,soundtrack,archive_footage","tt0036672,tt0034716,tt0029899,tt0038782",22
tt0034405,2.0,nm0002107,movie,A Yank in the R.A.F.,0.0,\N,98.0,movie,A Yank in the RAF,A Yank in the R.A.F.,0,1941,\N,98,"Action,Adventure,Drama",Betty Grable,1916,1973,"actress,soundtrack,archive_footage","tt0045891,tt0034405,tt0033740,tt0043370",25
tt0034428,2.0,nm0000802,movie,Across the Pacific,0.0,\N,97.0,movie,Across the Pacific,Across the Pacific,0,1942,\N,97,"Action,Adventure,Drama",Mary Astor,1906,1987,"actress,soundtrack,archive_footage","tt0033870,tt0033677,tt0037059,tt0034428",36
tt0034431,2.0,nm0872456,movie,The Adventures of Martin Eden,0.0,\N,87.0,movie,The Adventures of Martin Eden,The Adventures of Martin Eden,0,1942,\N,87,"Action,Adventure,Crime",Claire Trevor,1910,2000,"actress,soundtrack,archive_footage","tt0040506,tt0031971,tt0037101,tt0028773",32
tt0034449,3.0,nm0894524,movie,All Through the Night,0.0,\N,107.0,movie,All Through the Night,All Through the Night,0,1942,\N,107,"Action,Comedy,Crime",Karen Verne,1918,1967,"actress,miscellaneous,soundtrack","tt0034449,tt0035317,tt0034337,tt0033059",24
tt0034465,2.0,nm0599688,movie,Arabian Nights,0.0,\N,86.0,movie,Arabian Nights,Arabian Nights,0,1942,\N,86,"Action,Adventure,Comedy",Maria Montez,1912,1951,"actress,soundtrack,archive_footage","tt0034465,tt0036716,tt0038134,tt0040794",30
tt0034480,2.0,nm0276065,movie,Atlantic Convoy,0.0,\N,66.0,movie,Atlantic Convoy,Atlantic Convoy,0,1942,\N,66,"Action,Adventure,Drama",Virginia Field,1917,1992,"actress,soundtrack,archive_footage","tt0033238,tt0058050,tt0029660,tt0034480",25
tt0034510,1.0,nm0483787,movie,Beyond the Blue Horizon,0.0,\N,76.0,movie,Beyond the Blue Horizon,Beyond the Blue Horizon,0,1942,\N,76,"Action,Adventure,Comedy",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",28
tt0034543,1.0,nm0917768,movie,Born to Sing,0.0,\N,82.0,movie,Born to Sing,Born to Sing,0,1942,\N,82,"Action,Crime,Musical",Virginia Weidler,1927,1968,"actress,soundtrack,archive_footage","tt0032904,tt0032143,tt0035675,tt0034543",15
tt0034572,2.0,nm0384948,movie,Canal Zone,0.0,\N,79.0,movie,Canal Zone,Canal Zone,0,1942,\N,79,"Action,Adventure,Drama",Harriet Nelson,1909,1994,"actress,soundtrack,archive_footage","tt0044230,tt0035854,tt0027630,tt0034572",33
tt0034577,2.0,nm0795044,movie,Captain Midnight,0.0,\N,270.0,movie,Captain Midnight,Captain Midnight,0,1942,\N,270,"Action,Adventure,Drama",Dorothy Short,1915,1963,"actress,archive_footage","tt0028346,tt0031164,tt0031211,tt0032902",27
tt0034578,3.0,nm0550782,movie,Captains of the Clouds,0.0,\N,114.0,movie,Captains of the Clouds,Captains of the Clouds,0,1942,\N,114,"Action,Drama,War",Brenda Marshall,1915,1992,"actress,soundtrack,archive_footage","tt0033028,tt0038986,tt0034578,tt0035751",27
tt0034633,4.0,nm0020145,movie,Danger in the Pacific,0.0,\N,60.0,movie,Danger in the Pacific,Danger in the Pacific,0,1942,\N,60,"Action,Adventure,Romance",Louise Allbritton,1920,1979,"actress,archive_footage","tt0036376,tt0041308,tt0035195,tt0036911",22
