tconst,ordering_M,nconst_M,primaryName_M,knownForTitles_M,age_M,ordering_F,nconst_F,titleType_x,originalTitle_x,isAdult_x,endYear_x,runtimeMinutes_x,titleType_y,primaryTitle,originalTitle_y,isAdult_y,startYear,endYear_y,runtimeMinutes_y,genres,primaryName_F,birthYear,deathYear,primaryProfession,knownForTitles_F,age_F,age_gap
tt0032484,1.0,nm0566948,Joel McCrea,"tt0034240,tt0032484,tt0023238,tt0056412",35,2.0,nm0206478,movie,Foreign Correspondent,0.0,\N,120.0,movie,Foreign Correspondent,Foreign Correspondent,0,1940,\N,120,"Action,Romance,Thriller",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",20,15
tt0032557,1.0,nm0430460,Victor Jory,"tt0031381,tt0056241,tt0031839,tt0032557",38,2.0,nm0580585,movie,The Green Archer,0.0,\N,285.0,movie,The Green Archer,The Green Archer,0,1940,\N,285,"Action,Adventure,Crime",Iris Meredith,1915,1980,"actress,soundtrack,archive_footage","tt0032557,tt0033142,tt0031312,tt0031773",25,13
tt0032559,1.0,nm0401478,Warren Hull,"tt0032559,tt0031371,tt0032763,tt0030779",37,4.0,nm0619254,movie,The Green Hornet Strikes Again!,0.0,\N,293.0,movie,The Green Hornet Strikes Again!,The Green Hornet Strikes Again!,0,1940,\N,293,"Action,Adventure,Crime",Anne Nagel,1915,1966,"actress,soundtrack,archive_footage","tt0033879,tt0031394,tt0032559,tt0032258",25,12
tt0032584,1.0,nm0515292,Robert Livingston,"tt0040269,tt0028971,tt0029112,tt0039076",36,4.0,nm0663888,movie,Heroes of the Saddle,0.0,\N,56.0,movie,Heroes of the Saddle,Heroes of the Saddle,0,1940,\N,56,"Action,Crime,Drama",Patsy Parsons,1931,2006,"actress,soundtrack,archive_footage","tt0035575,tt0046639,tt0034432,tt0034279",9,27
tt0032591,1.0,nm0401478,Warren Hull,"tt0032559,tt0031371,tt0032763,tt0030779",37,2.0,nm0510989,movie,Hidden Enemy,0.0,\N,63.0,movie,Hidden Enemy,Hidden Enemy,0,1940,\N,63,"Action,Adventure,Drama",Kay Linaker,1913,2008,"actress,writer,soundtrack","tt0094761,tt0051418,tt0035532,tt0031371",27,10
tt0032595,2.0,nm0112928,Joe Brown Jr.,"tt0033940,tt0039505,tt0045449,tt0032595",19,1.0,nm0936730,movie,High School,0.0,\N,74.0,movie,High School,High School,0,1940,\N,74,"Action,Comedy,Music",Jane Withers,1926,2021,"actress,writer,soundtrack","tt0049261,tt0024914,tt0257778,tt0033044",14,5
tt0032622,1.0,nm0852710,Kent Taylor,"tt0032622,tt0040414,tt0033113,tt0031335",34,2.0,nm0371123,movie,I'm Still Alive,0.0,\N,72.0,movie,I'm Still Alive,I'm Still Alive,0,1940,\N,72,"Action,Adventure,Drama",Linda Hayes,1918,1995,"actress,soundtrack,archive_footage","tt0031370,tt0032622,tt0031641,tt2381111",22,12
tt0032642,1.0,nm0307326,William Gargan,"tt0024617,tt0023369,tt0040112,tt0024097",35,3.0,nm0485806,movie,Isle of Destiny,0.0,\N,95.0,movie,Isle of Destiny,Isle of Destiny,0,1940,\N,95,"Action,Adventure,Drama",June Lang,1917,2005,"actress,soundtrack,archive_footage","tt0022753,tt0030430,tt0034087,tt0031328",23,12
tt0032668,1.0,nm0668361,John Payne,"tt0039628,tt0044789,tt0045465,tt0050055",28,2.0,nm0225649,movie,King of the Lumberjacks,0.0,\N,58.0,movie,King of the Lumberjacks,King of the Lumberjacks,0,1940,\N,58,"Action,Drama,Romance",Gloria Dickson,1917,1945,"actress,soundtrack,archive_footage","tt0029658,tt0032113,tt0032668,tt0031825",23,5
tt0032674,1.0,nm0370797,Russell Hayden,"tt0029505,tt0030812,tt0033160,tt0032674",28,3.0,nm0662335,movie,Knights of the Range,0.0,\N,70.0,movie,Knights of the Range,Knights of the Range,0,1940,\N,70,"Action,Music,Romance",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",25,3
tt0032690,1.0,nm0531759,J. Farrell MacDonald,"tt0018455,tt0038762,tt0033677,tt0033891",65,3.0,nm0949961,movie,The Last Alarm,0.0,\N,61.0,movie,The Last Alarm,The Last Alarm,0,1940,\N,61,"Action,Adventure,Crime",Polly Ann Young,1908,1997,actress,"tt0031817,tt0033190,tt0025455,tt0032139",32,33
tt0032761,1.0,nm0228715,Richard Dix,"tt0021746,tt0015117,tt0016439,tt0016345",47,3.0,nm0000840,movie,The Marines Fly High,0.0,\N,68.0,movie,The Marines Fly High,The Marines Fly High,0,1940,\N,68,"Action,Adventure,Drama",Lucille Ball,1911,1989,"producer,actress,production_manager","tt0043208,tt0055686,tt0062570,tt0047191",29,18
tt0032762,1.0,nm0000061,Tyrone Power,"tt0051201,tt0034405,tt0042256,tt0043959",26,2.0,nm0001105,movie,The Mark of Zorro,0.0,\N,94.0,movie,The Mark of Zorro,The Mark of Zorro,0,1940,\N,94,"Action,Adventure,Family",Linda Darnell,1923,1965,"actress,soundtrack,archive_footage","tt0037691,tt0032762,tt0042792,tt0041587",17,9
tt0032763,1.0,nm0401478,Warren Hull,"tt0032559,tt0031371,tt0032763,tt0030779",37,2.0,nm0422436,movie,Marked Men,0.0,\N,66.0,movie,Marked Men,Marked Men,0,1940,\N,66,"Action,Crime,Mystery",Isabel Jewell,1907,1972,"actress,soundtrack,archive_footage","tt0031381,tt0039211,tt0027075,tt0023911",33,4
tt0032781,1.0,nm0228715,Richard Dix,"tt0021746,tt0015117,tt0016439,tt0016345",47,4.0,nm0057412,movie,Men Against the Sky,0.0,\N,75.0,movie,Men Against the Sky,Men Against the Sky,0,1940,\N,75,"Action,Adventure,Drama",Wendy Barrie,1912,1978,"actress,soundtrack,archive_footage","tt0033650,tt0031890,tt0033517,tt0033013",28,19
tt0032783,1.0,nm0533692,Barton MacLane,"tt0033870,tt0027407,tt0028555,tt0032045",38,3.0,nm0399955,movie,Men Without Souls,0.0,\N,62.0,movie,Men Without Souls,Men Without Souls,0,1940,\N,62,"Action,Crime,Drama",Rochelle Hudson,1916,1972,"actress,soundtrack,archive_footage","tt0025301,tt0033971,tt0028651,tt0048545",24,14
tt0032790,1.0,nm0454878,John 'Dusty' King,"tt0035973,tt0032028,tt0027254,tt0030794",31,2.0,nm0721851,movie,Midnight Limited,0.0,\N,61.0,movie,Midnight Limited,Midnight Limited,0,1940,\N,61,"Action,Adventure,Crime",Marjorie Reynolds,1917,1997,"actress,soundtrack,archive_footage","tt0039037,tt0034862,tt0032404,tt0043643",23,8
tt0032803,1.0,nm0622404,Daijirô Natsukawa,"tt2117900,tt0026830,tt2912568,tt0032803",27,2.0,nm0463152,movie,Bokuseki,0.0,\N,124.0,movie,Bokuseki,Bokuseki,0,1940,\N,124,"Action,Crime",Michiyo Kogure,1918,1990,"actress,soundtrack,archive_footage","tt0185883,tt0048579,tt0049710,tt0049888",22,5
tt0032832,1.0,nm0161862,Eduardo Ciannelli,"tt0031398,tt0032484,tt0032832,tt0061020",51,6.0,nm0623606,movie,Mysterious Doctor Satan,0.0,\N,267.0,movie,Mysterious Doctor Satan,Mysterious Doctor Satan,0,1940,\N,267,"Action,Adventure,Crime",Ella Neal,1920,1991,"actress,archive_footage","tt0032832,tt0033442,tt0032809,tt0035400",20,31
tt0032833,1.0,nm0370334,Monte Hawley,"tt0032833,tt0031245,tt0127666,tt0135537",39,2.0,nm0926495,movie,Mystery in Swing,0.0,\N,68.0,movie,Mystery in Swing,Mystery in Swing,0,1940,\N,68,"Action,Adventure,Music",Marguerite Whitten,1913,1990,"actress,soundtrack,archive_footage","tt0033787,tt0135694,tt0032833,tt0033925",27,12
tt0032838,1.0,nm0299484,Will Fyffe,"tt0030546,tt0031653,tt0032800,tt0033148",55,3.0,nm0036084,movie,Neutral Port,0.0,\N,89.0,movie,Neutral Port,Neutral Port,0,1940,\N,89,"Action,Comedy,Drama",Yvonne Arnaud,1892,1958,"actress,music_department","tt0023923,tt0022490,tt0026597,tt0185718",48,7
tt0032890,1.0,nm0378026,William Henry,"tt0025878,tt0032009,tt0032890,tt0038644",26,2.0,nm0197713,movie,Parole Fixer,0.0,\N,68.0,movie,Parole Fixer,Parole Fixer,0,1940,\N,68,"Action,Crime,Drama",Virginia Dale,1917,1994,"actress,soundtrack,archive_footage","tt0034862,tt0031221,tt0031031,tt0040296",23,3
tt0032893,1.0,nm0392442,Jack Holt,"tt0034587,tt0028216,tt0024895,tt0019831",52,3.0,nm0130427,movie,Passport to Alcatraz,0.0,\N,60.0,movie,Passport to Alcatraz,Passport to Alcatraz,0,1940,\N,60,"Action,Adventure",Cecilia Callejo,1907,2003,"actress,soundtrack,archive_footage","tt0037600,tt0031500,tt0032893,tt0030079",33,19
tt0032911,1.0,nm0824496,Bob Steele,"tt0038355,tt0061747,tt0031742,tt0032253",33,2.0,nm0822548,movie,Pinto Canyon,0.0,\N,55.0,movie,Pinto Canyon,Pinto Canyon,0,1940,\N,55,"Action,Romance,Western",Louise Stanley,1915,1982,"actress,archive_footage","tt0033058,tt0032911,tt0028967,tt0030870",25,8
tt0033014,1.0,nm0001695,George Sanders,"tt0042192,tt0032976,tt0037988,tt0033873",34,3.0,nm0721748,movie,The Saint's Double Trouble,0.0,\N,67.0,movie,The Saint's Double Trouble,The Saint's Double Trouble,0,1940,\N,67,"Action,Crime,Drama",Helene Reynolds,1914,1990,actress,"tt0035979,tt0031455,tt0035272,tt0035027",26,8
tt0033028,1.0,nm0001224,Errol Flynn,"tt0029843,tt0040076,tt0026174,tt0041955",31,2.0,nm0550782,movie,The Sea Hawk,0.0,\N,127.0,movie,The Sea Hawk,The Sea Hawk,0,1940,\N,127,"Action,Adventure,History",Brenda Marshall,1915,1992,"actress,soundtrack,archive_footage","tt0033028,tt0038986,tt0034578,tt0035751",25,6
tt0033032,2.0,nm0533692,Barton MacLane,"tt0033870,tt0027407,tt0028555,tt0032045",38,1.0,nm0723422,movie,The Secret Seven,0.0,\N,62.0,movie,The Secret Seven,The Secret Seven,0,1940,\N,62,"Action,Crime,Drama",Florence Rice,1907,1974,"actress,soundtrack,archive_footage","tt0030120,tt0033402,tt0035378,tt0033426",33,5
tt0033040,1.0,nm0430460,Victor Jory,"tt0031381,tt0056241,tt0031839,tt0032557",38,2.0,nm0096458,movie,The Shadow,0.0,\N,285.0,movie,The Shadow,The Shadow,0,1940,\N,285,"Action,Adventure,Crime",Veda Ann Borg,1915,1973,"actress,soundtrack,archive_footage","tt0037913,tt0029080,tt0039169,tt0053580",25,13
tt0033058,1.0,nm0627910,James Newill,"tt0033058,tt0032821,tt0036292,tt0033292",29,2.0,nm0822548,movie,Sky Bandits,0.0,\N,62.0,movie,Sky Bandits,Sky Bandits,0,1940,\N,62,"Action,Comedy,Drama",Louise Stanley,1915,1982,"actress,archive_footage","tt0033058,tt0032911,tt0028967,tt0030870",25,4
tt0033082,1.0,nm0572142,Victor McLaglen,"tt0045061,tt0026529,tt0040369,tt0024141",54,3.0,nm0002068,movie,South of Pago Pago,0.0,\N,98.0,movie,South of Pago Pago,South of Pago Pago,0,1940,\N,98,"Action,Adventure,Crime",Frances Farmer,1913,1970,"actress,writer,soundtrack","tt0032481,tt0029675,tt0035360,tt0028817",27,27
tt0033085,1.0,nm0001948,Charles Bickford,"tt0047522,tt0036377,tt0039224,tt0039370",49,3.0,nm0221797,movie,South to Karanga,0.0,\N,59.0,movie,South to Karanga,South to Karanga,0,1940,\N,59,"Action,Drama",Luli Deste,1902,1951,"actress,archive_footage","tt0029670,tt0033452,tt0033085,tt0032094",38,11
tt0033139,1.0,nm0870454,William Tracy,"tt0033045,tt0033139,tt0029870,tt0034264",23,3.0,nm0117147,movie,Terry and the Pirates,0.0,\N,300.0,movie,Terry and the Pirates,Terry and the Pirates,0,1940,\N,300,"Action,Adventure,Drama",Joyce Bryant,1916,2004,actress,"tt0033139,tt0033761,tt0031018,tt0038752",24,-1
tt0033175,1.0,nm0000010,James Cagney,"tt0029870,tt0031867,tt0042041,tt0035575",41,2.0,nm0792130,movie,Torrid Zone,0.0,\N,88.0,movie,Torrid Zone,Torrid Zone,0,1940,\N,88,"Action,Adventure,Comedy",Ann Sheridan,1915,1967,"actress,producer,soundtrack","tt0034946,tt0033149,tt0039666,tt0037273",25,16
tt0033227,1.0,nm0003110,Cesar Romero,"tt0060153,tt0054135,tt0047647,tt0028765",33,2.0,nm0736939,movie,Viva Cisco Kid,0.0,\N,65.0,movie,Viva Cisco Kid,Viva Cisco Kid,0,1940,\N,65,"Action,Romance,Western",Jean Rogers,1916,1991,"actress,soundtrack,archive_footage","tt0027623,tt0032325,tt0033227,tt0038618",24,9
tt0033265,2.0,nm0485704,Charles Lang,"tt0033945,tt0045604,tt0040645,tt0048331",25,1.0,nm0942039,movie,Wildcat Bus,0.0,\N,64.0,movie,Wildcat Bus,Wildcat Bus,0,1940,\N,64,"Action,Crime,Drama",Fay Wray,1907,2004,"actress,writer,camera_department","tt0024216,tt0023238,tt0022827,tt0024368",33,-8
tt0033317,1.0,nm0878927,Tom Tyler,"tt0031971,tt0033317,tt0023080,tt0021249",38,4.0,nm0192974,movie,Adventures of Captain Marvel,0.0,\N,216.0,movie,Adventures of Captain Marvel,Adventures of Captain Marvel,0,1941,\N,216,"Action,Adventure,Family",Louise Currie,1913,2013,"actress,archive_footage","tt0035640,tt0037441,tt0033317,tt0039262",28,10
tt0033399,2.0,nm0448836,Robert Kent,"tt0033399,tt0038248,tt0038838,tt0031796",33,1.0,nm0883922,movie,Blonde Comet,0.0,\N,67.0,movie,Blonde Comet,Blonde Comet,0,1941,\N,67,"Action,Drama,Romance",Virginia Vale,1920,2006,"actress,soundtrack,archive_footage","tt0033399,tt0033185,tt0034550,tt0032292",21,12
tt0033402,2.0,nm0002063,Leif Erickson,"tt0061263,tt0047296,tt0044030,tt0057917",30,1.0,nm0723422,movie,The Blonde from Singapore,0.0,\N,69.0,movie,The Blonde from Singapore,The Blonde from Singapore,0,1941,\N,69,"Action,Adventure,Romance",Florence Rice,1907,1974,"actress,soundtrack,archive_footage","tt0030120,tt0033402,tt0035378,tt0033426",34,-4
tt0033426,1.0,nm0062667,Alan Baxter,"tt0035279,tt0064782,tt0055031,tt0033426",33,2.0,nm0723422,movie,Borrowed Hero,0.0,\N,65.0,movie,Borrowed Hero,Borrowed Hero,0,1941,\N,65,"Action,Adventure,Crime",Florence Rice,1907,1974,"actress,soundtrack,archive_footage","tt0030120,tt0033402,tt0035378,tt0033426",34,-1
tt0033429,1.0,nm0641454,Dennis O'Keefe,"tt0037557,tt0039881,tt0036104,tt0034303",32,2.0,nm0132682,movie,Bowery Boy,0.0,\N,71.0,movie,Bowery Boy,Bowery Boy,0,1940,\N,71,"Action,Adventure,Crime",Louise Campbell,1911,1997,"actress,archive_footage","tt0029952,tt0033429,tt0028667,tt0028670",29,3
tt0033440,1.0,nm0001948,Charles Bickford,"tt0047522,tt0036377,tt0039224,tt0039370",50,2.0,nm0030166,movie,Burma Convoy,0.0,\N,60.0,movie,Burma Convoy,Burma Convoy,0,1941,\N,60,"Action,Adventure,Drama",Evelyn Ankers,1918,1985,"actress,soundtrack,archive_footage","tt0034398,tt0038864,tt0034786,tt0035713",23,27
tt0033510,2.0,nm0358076,Neil Hamilton,"tt0060153,tt0025862,tt0059968,tt0023551",42,1.0,nm0832475,movie,Dangerous Lady,0.0,\N,63.0,movie,Dangerous Lady,Dangerous Lady,0,1941,\N,63,"Action,Comedy,Crime",June Storey,1918,1991,"actress,soundtrack,archive_footage","tt0033510,tt0038990,tt0038102,tt0031437",23,19
tt0033535,1.0,nm0126049,Ralph Byrd,"tt0029508,tt0034928,tt0028785,tt0039320",32,3.0,nm0928844,movie,"Dick Tracy vs. Crime, Inc.",0.0,\N,263.0,movie,"Dick Tracy vs. Crime, Inc.","Dick Tracy vs. Crime, Inc.",0,1941,\N,263,"Action,Crime,Drama",Jan Wiley,1916,1993,"actress,archive_footage","tt0036821,tt0037904,tt0036758,tt0038387",25,7
tt0033539,1.0,nm0063619,John Beal,"tt0106918,tt0033539,tt0051150,tt0059978",32,2.0,nm0723422,movie,Doctors Don't Tell,0.0,\N,65.0,movie,Doctors Don't Tell,Doctors Don't Tell,0,1941,\N,65,"Action,Crime,Drama",Florence Rice,1907,1974,"actress,soundtrack,archive_footage","tt0030120,tt0033402,tt0035378,tt0033426",34,-2
tt0033547,1.0,nm0725122,Kane Richmond,"tt0026216,tt0035372,tt0039218,tt0037839",35,2.0,nm0601733,movie,Double Cross,0.0,\N,61.0,movie,Double Cross,Double Cross,0,1941,\N,61,"Action,Adventure,Crime",Pauline Moore,1914,2001,"actress,soundtrack,archive_footage","tt0032028,tt0031216,tt0032346,tt0030136",27,8
tt0033576,1.0,nm0875861,Forrest Tucker,"tt0050095,tt0041841,tt0052320,tt0058800",22,2.0,nm0400490,movie,Emergency Landing,0.0,\N,64.0,movie,Emergency Landing,Emergency Landing,0,1941,\N,64,"Action,Drama,Romance",Carol Hughes,1910,1995,"actress,soundtrack,archive_footage","tt0032274,tt0032475,tt0030193,tt0029475",31,-9
tt0033612,1.0,nm0307326,William Gargan,"tt0024617,tt0023369,tt0040112,tt0024097",36,3.0,nm0602955,movie,Flying Cadets,0.0,\N,64.0,movie,Flying Cadets,Flying Cadets,0,1941,\N,64,"Action,Adventure,Drama",Peggy Moran,1918,2002,"actress,soundtrack,archive_footage","tt0032818,tt0033728,tt0035309,tt0032873",23,13
tt0033646,1.0,nm0201660,Frankie Darro,"tt0024772,tt0033646,tt0032868,tt0165992",24,2.0,nm0428736,movie,The Gang's All Here,0.0,\N,61.0,movie,The Gang's All Here,The Gang's All Here,0,1941,\N,61,"Action,Adventure,Comedy",Marcia Mae Jones,1924,2007,"actress,soundtrack,archive_footage","tt0070903,tt0028988,tt0031580,tt0037001",17,7
tt0033667,2.0,nm0001229,Glenn Ford,"tt0038559,tt0078346,tt0055312,tt0045555",25,1.0,nm0802325,movie,"Go West, Young Lady",0.0,\N,70.0,movie,"Go West, Young Lady","Go West, Young Lady",0,1941,\N,70,"Action,Comedy,Music",Penny Singleton,1908,2003,"actress,soundtrack,archive_footage","tt0027260,tt0033667,tt0033404,tt0032262",33,-8
tt0033703,1.0,nm0001890,Hugh Herbert,"tt0033397,tt0020953,tt0030202,tt0029541",57,3.0,nm0602955,movie,"Hello, Sucker",0.0,\N,60.0,movie,"Hello, Sucker","Hello, Sucker",0,1941,\N,60,"Action,Comedy",Peggy Moran,1918,2002,"actress,soundtrack,archive_footage","tt0032818,tt0033728,tt0035309,tt0032873",23,34
tt0033704,1.0,nm0646337,Ole Olsen,"tt0033704,tt0405336,tt0021859,tt0036861",49,3.0,nm0713106,movie,Hellzapoppin',0.0,\N,84.0,movie,Hellzapoppin',Hellzapoppin',0,1941,\N,84,"Action,Comedy,Musical",Martha Raye,1916,1994,"actress,writer,soundtrack","tt0055797,tt0088693,tt0066685,tt0028806",25,24
tt0033717,2.0,nm0000007,Humphrey Bogart,"tt0034583,tt0042593,tt0043265,tt0037382",41,1.0,nm0526946,movie,High Sierra,0.0,\N,100.0,movie,High Sierra,High Sierra,0,1940,\N,100,"Action,Adventure,Drama",Ida Lupino,1918,1995,"actress,director,writer","tt0033717,tt0034828,tt0033802,tt0037990",22,19
tt0033718,2.0,nm0447913,Arthur Kennedy,"tt0056172,tt0043361,tt0050839,tt0041239",27,1.0,nm0550782,movie,Highway West,0.0,\N,64.0,movie,Highway West,Highway West,0,1941,\N,64,"Action,Crime,Drama",Brenda Marshall,1915,1992,"actress,soundtrack,archive_footage","tt0033028,tt0038986,tt0034578,tt0035751",26,1
tt0033747,2.0,nm0923481,Michael Whalen,"tt0028118,tt0034637,tt0034188,tt0031701",39,1.0,nm0387556,movie,I'll Sell My Life,0.0,\N,73.0,movie,I'll Sell My Life,I'll Sell My Life,0,1941,\N,73,"Action,Crime,Drama",Rose Hobart,1906,2000,"actress,soundtrack,archive_footage","tt0022835,tt0037611,tt0021074,tt0033747",35,4
tt0033817,1.0,nm0599787,George Montgomery,"tt0056440,tt0039217,tt0035157,tt0053436",25,2.0,nm0731376,movie,Last of the Duanes,0.0,\N,57.0,movie,Last of the Duanes,Last of the Duanes,0,1941,\N,57,"Action,Drama,Western",Lynne Roberts,1922,1978,"actress,soundtrack,archive_footage","tt0040539,tt0032279,tt0039707,tt0040561",19,6
tt0033903,1.0,nm0035159,Richard Arlen,"tt0024188,tt0018578,tt0021070,tt0031661",42,3.0,nm0371123,movie,Men of the Timberland,0.0,\N,61.0,movie,Men of the Timberland,Men of the Timberland,0,1941,\N,61,"Action,Adventure,Crime",Linda Hayes,1918,1995,"actress,soundtrack,archive_footage","tt0031370,tt0032622,tt0031641,tt2381111",23,19
tt0033906,1.0,nm0585553,Ray Middleton,"tt0068156,tt0033808,tt0033906,tt0034878",34,2.0,nm0225649,movie,Mercy Island,0.0,\N,72.0,movie,Mercy Island,Mercy Island,0,1941,\N,72,"Action,Crime,Drama",Gloria Dickson,1917,1945,"actress,soundtrack,archive_footage","tt0029658,tt0032113,tt0032668,tt0031825",24,10
tt0033914,1.0,nm0285264,Dick Foran,"tt0040369,tt0049621,tt0057007,tt0032818",31,2.0,nm0350374,movie,Mob Town,0.0,\N,60.0,movie,Mob Town,Mob Town,0,1941,\N,60,"Action,Comedy,Crime",Anne Gwynne,1918,2003,"actress,soundtrack,archive_footage","tt0036931,tt0037302,tt0039320,tt0041133",23,8
tt0033957,1.0,nm0000748,Leon Ames,"tt0091738,tt0037059,tt0066473,tt0043880",39,2.0,nm0910294,movie,No Greater Sin,0.0,\N,85.0,movie,No Greater Sin,No Greater Sin,0,1941,\N,85,"Action,Drama,Romance",Luana Walters,1912,1963,"actress,archive_footage","tt0034613,tt0028241,tt0032420,tt0028589",29,10
tt0033963,1.0,nm0001362,Bob Hope,"tt0032520,tt0031143,tt0039645,tt0045094",38,2.0,nm0002104,movie,Nothing but the Truth,0.0,\N,90.0,movie,Nothing But the Truth,Nothing but the Truth,0,1941,\N,90,"Action,Comedy,Romance",Paulette Goddard,1910,1990,"actress,producer,soundtrack","tt0032520,tt0027977,tt0033722,tt0037849",31,7
tt0033971,2.0,nm0071636,Bruce Bennett,"tt0040897,tt0037913,tt0036323,tt0039302",35,1.0,nm0399955,movie,The Officer and the Lady,0.0,\N,60.0,movie,The Officer and the Lady,The Officer and the Lady,0,1941,\N,60,"Action,Crime,Drama",Rochelle Hudson,1916,1972,"actress,soundtrack,archive_footage","tt0025301,tt0033971,tt0028651,tt0048545",25,10
tt0033992,1.0,nm0035877,Robert Armstrong,"tt0024216,tt0024593,tt0023327,tt0026393",51,3.0,nm0371123,movie,Citadel of Crime,0.0,\N,58.0,movie,Citadel of Crime,Citadel of Crime,0,1941,\N,58,"Action,Crime,Drama",Linda Hayes,1918,1995,"actress,soundtrack,archive_footage","tt0031370,tt0032622,tt0031641,tt2381111",23,28
tt0034002,2.0,nm0000068,Randolph Scott,"tt0026942,tt0056412,tt0046375,tt0051047",43,1.0,nm0074949,movie,Paris Calling,0.0,\N,95.0,movie,Paris Calling,Paris Calling,0,1941,\N,95,"Action,Adventure,Romance",Elisabeth Bergner,1897,1986,"actress,producer,archive_footage","tt0024962,tt0034002,tt0026320,tt0056031",44,-1
tt0034031,1.0,nm0320988,Massimo Girotti,"tt0070849,tt0352343,tt0041506,tt0082883",23,2.0,nm0129278,movie,I pirati della Malesia,0.0,\N,90.0,movie,Pirates of Malaya,I pirati della Malesia,0,1941,\N,90,"Action,Drama",Clara Calamai,1909,1998,"actress,archive_footage","tt0038288,tt0073582,tt0035160,tt0042904",32,-9
