tconst,primaryTitle,startYear,genres
tt0033587,The Fargo Kid,1940,"Drama,Western"
tt0032717,Little Men,1940,"Comedy,Drama"
tt0032847,"No, No, Nanette",1940,"Comedy,Drama,Musical"
tt0032671,Kitty Foyle,1940,"Drama,Romance"
tt0032359,Convoy,1940,"Drama,War"
tt0032700,Let's Make Music,1940,"Drama,Music,Romance"
tt0034145,The Saint in Palm Springs,1940,"Crime,Drama,Mystery"
tt0033922,Mr. & Mrs. Smith,1941,"Comedy,Romance"
tt0033332,Along the Rio Grande,1941,"Drama,Music,Western"
tt0034154,Scattergood Baines,1941,"Comedy,Drama"
tt0033765,It Happened to One Man,1940,Drama
tt0032916,Play Girl,1941,"Comedy,Romance"
tt0033615,Footlight Fever,1941,"Comedy,Romance"
tt0033898,Melody for Three,1941,Drama
tt0034094,Repent at Leisure,1941,"Drama,Romance"
tt0033533,The Devil and Miss Jones,1941,"Comedy,Romance"
tt0034119,Robbers of the Range,1941,"Drama,Western"
tt0034280,They Met in Argentina,1941,"Comedy,Musical,Romance"
tt0033467,Citizen Kane,1941,"Drama,Mystery"
tt0034146,The Saint's Vacation,1941,"Comedy,Crime,Drama"
tt0034155,Scattergood Pulls the Strings,1941,Comedy
tt0034243,Sunny,1941,"Musical,Romance"
tt0034299,"Tom, Dick and Harry",1941,Comedy
tt0033505,Cyclone on Horseback,1941,"Drama,Western"
tt0033733,"Hurry, Charlie, Hurry",1941,Comedy
tt0034091,The Reluctant Dragon,1941,"Animation,Comedy,Family"
tt0033775,Jungle Cavalcade,1941,"Adventure,Documentary"
tt0034279,They Meet Again,1941,"Drama,Musical"
tt0033932,My Life with Caroline,1941,"Comedy,Romance"
tt0034195,Six-Gun Gold,1941,Western
tt0033401,Scattergood Meets Broadway,1941,"Comedy,Drama"
tt0033836,The Little Foxes,1941,"Drama,Romance"
tt0034000,Parachute Battalion,1941,"Drama,Romance,War"
tt0033805,Lady Scarface,1941,"Comedy,Crime,Drama"
tt0033592,Father Takes a Wife,1941,"Comedy,Romance"
tt0033375,The Bandit Trail,1941,"Drama,Music,Western"
tt0033532,The Devil and Daniel Webster,1941,"Drama,Fantasy,Romance"
tt0033650,The Gay Falcon,1941,"Crime,Film-Noir,Mystery"
tt0033563,Dumbo,1941,"Adventure,Animation,Drama"
tt0034339,Unexpected Uncle,1941,"Comedy,Drama"
tt0034248,Suspicion,1941,"Film-Noir,Mystery,Thriller"
tt7309050,Suspicion,1948,"Drama,Mystery"
tt0033850,Look Who's Laughing,1941,"Adventure,Comedy"
tt0033907,The Mexican Spitfire's Baby,1941,Comedy
tt0033373,Ball of Fire,1941,"Comedy,Romance"
tt0033560,Dude Cowboy,1941,"Drama,Music,Western"
tt0034033,Playmates,1941,"Comedy,Music"
tt0033517,A Date with the Falcon,1942,"Crime,Drama,Film-Noir"
tt0034751,Four Jacks and a Jill,1942,"Comedy,Music,Romance"
tt0033968,Obliging Young Lady,1942,"Comedy,Romance"
tt0035502,Valley of the Sun,1942,"Drama,Western"
tt0034567,Call Out the Marines,1942,"Comedy,Music,War"
tt0034919,Joan of Paris,1942,"Drama,Romance,War"
tt0034109,Riding the Wind,1942,"Drama,Western"
tt0035338,Sing Your Worries Away,1942,"Comedy,Musical,Mystery"
tt0035060,Mexican Spitfire at Sea,1942,Comedy
tt0033810,Land of the Open Range,1942,"Drama,Western"
tt0033511,Suicide Squadron,1941,"Drama,Romance,War"
tt0033379,The Bashful Bachelor,1942,Comedy
tt0035477,The Tuttles of Tahiti,1942,"Adventure,Comedy,Romance"
tt0035292,Scattergood Rides High,1942,"Comedy,Drama"
tt0035048,The Mayor of 44th Street,1942,Drama
tt0035405,Syncopation,1942,"Comedy,History,Music"
tt0034716,The Falcon Takes Over,1942,"Comedy,Crime,Mystery"
tt0033478,Come on Danger,1942,"Drama,Music,Western"
tt0035102,My Favorite Spy,1942,"Comedy,Musical"
tt0035205,Powder Town,1942,"Comedy,Drama"
tt0035059,Mexican Spitfire Sees a Ghost,1942,Comedy
tt0035015,The Magnificent Ambersons,1942,"Drama,Romance"
tt0035211,The Pride of the Yankees,1942,"Biography,Drama,Romance"
tt0034290,Thundering Hoofs,1942,"Drama,Music,Western"
tt0034514,The Big Street,1942,"Drama,Music,Romance"
tt0035061,Mexican Spitfire's Elephant,1942,"Comedy,Romance"
tt0034278,Wings and the Woman,1942,"Biography,Drama"
tt0034492,Bambi,1942,"Adventure,Animation,Drama"
tt0034494,Bandit Ranger,1942,"Drama,Music,Western"
tt0034853,Highways by Night,1942,"Adventure,Comedy,Crime"
tt0034847,Here We Go Again,1942,Comedy
tt0035293,Scattergood Survives a Murder,1942,"Adventure,Comedy,Crime"
tt0035113,The Navy Comes Through,1942,"Drama,War"
tt0034717,The Falcon's Brother,1942,"Crime,Drama,Film-Noir"
tt0036296,Red River Robin Hood,1942,"Drama,Western"
tt0035307,Seven Days' Leave,1942,"Comedy,Musical,Romance"
tt0035308,Seven Miles from Alcatraz,1942,"Action,Drama,Thriller"
tt0035151,Once Upon a Honeymoon,1942,"Adventure,Comedy,Drama"
tt0035193,Pirates of the Prairie,1942,"Drama,Music,Western"
tt0034473,Army Surgeon,1942,"Drama,Romance,War"
tt0034810,The Great Gildersleeve,1942,"Adventure,Comedy,Romance"
tt0034587,Cat People,1942,"Fantasy,Horror,Thriller"
tt0034856,Hitler's Children,1943,"Drama,Romance,War"
tt0035874,Fighting Frontier,1943,Western
tt0035738,Cinderella Swings It,1943,"Comedy,Drama,Musical"
tt0036427,They Got Me Covered,1943,Comedy
tt0036414,Tarzan Triumphs,1943,"Action,Adventure,War"
tt0035480,Two Weeks to Live,1943,"Action,Comedy"
tt0035897,Forever and a Day,1943,"Drama,History"
tt0036091,Ladies' Day,1943,"Comedy,Romance,Sport"
tt0035854,The Falcon Strikes Back,1943,"Crime,Drama,Film-Noir"
tt0035888,Flight for Freedom,1943,"Drama,Romance,War"
tt0035282,Sagebrush Law,1943,"Drama,Western"
tt0036027,I Walked with a Zombie,1943,"Drama,Fantasy,Horror"
tt0036104,The Leopard Man,1943,"Film-Noir,Horror,Thriller"
tt0035374,Squadron Leader X,1943,"Drama,War"
tt0035689,Bombardier,1943,"Drama,War"
tt0035655,The Avenging Rider,1943,Western
tt0036174,Mr. Lucky,1943,"Comedy,Crime,Romance"
tt0035941,Gildersleeve's Bad Day,1943,Comedy
tt0034734,Spitfire,1942,"Adventure,Biography,Drama"
tt0035856,The Falcon in Danger,1943,"Crime,Film-Noir,Mystery"
tt0036155,Mexican Spitfire's Blessed Event,1943,Comedy
tt0036259,Petticoat Larceny,1943,"Comedy,Crime,Music"
tt0036324,The Saint Meets the Tiger,1941,"Crime,Drama,Mystery"
tt0035669,Behind the Rising Sun,1943,"Drama,War"
tt0035860,The Fallen Sparrow,1943,"Film-Noir,Mystery"
tt0036583,The Adventures of a Rookie,1943,Comedy
tt0036341,The Seventh Victim,1943,"Drama,Horror,Mystery"
tt0036363,The Sky's the Limit,1943,"Comedy,Musical,Romance"
tt0036092,A Lady Takes a Chance,1943,"Comedy,Romance,Western"
tt0036044,The Iron Major,1943,"Biography,Drama,Romance"
tt0035940,Gildersleeve on Broadway,1943,Comedy
tt0036217,The North Star,1943,"Drama,Romance,War"
tt0035855,The Falcon and the Co-eds,1943,"Crime,Drama,Film-Noir"
tt0035917,Gangway for Tomorrow,1943,Drama
tt0035937,The Ghost Ship,1943,"Drama,Mystery,Thriller"
tt0035795,Tarzan's Desert Mystery,1943,"Adventure,Mystery,War"
tt0036418,Tender Comrade,1943,"Drama,Romance,War"
tt0035648,Around the World,1943,"Comedy,Musical"
tt0036317,Rookies in Burma,1943,"Comedy,War"
tt0036431,This Land Is Mine,1943,"Drama,War"
tt0036919,Higher and Higher,1943,"Comedy,Musical,Romance"
tt0035952,Government Girl,1943,Romance
tt0036798,Escape to Danger,1943,"Action,Romance,Thriller"
tt0036579,Action in Arabia,1944,"Crime,Drama,Romance"
tt0037420,Up in Arms,1944,"Comedy,Musical"
tt0037167,Passport to Destiny,1944,"Comedy,War"
tt0036733,The Curse of the Cat People,1944,"Drama,Horror,Mystery"
tt0036809,The Falcon Out West,1944,"Crime,Drama,Film-Noir"
tt0036549,Yellow Canary,1943,"Drama,Thriller"
tt0034603,Coastal Command,1943,"Documentary,War"
tt0037261,Seven Days Ashore,1944,"Comedy,Musical,Romance"
tt0037274,Show Business,1944,"Comedy,Musical,Romance"
tt0036748,Days of Glory,1944,"Drama,Romance,War"
tt0037739,Days of Glory,1945,Documentary
tt0037130,A Night of Adventure,1944,"Crime,Film-Noir,Mystery"
tt0037048,Marine Raiders,1944,"Drama,War"
tt0037313,Step Lively,1944,"Comedy,Music,Romance"
tt0037034,Mademoiselle Fifi,1944,"Drama,War"
tt0036699,Casanova Brown,1944,"Comedy,Drama,Romance"
tt0037476,Youth Runs Wild,1944,Drama
tt0036864,Gildersleeve's Ghost,1944,"Adventure,Comedy,Fantasy"
tt0036671,Bride by Mistake,1944,"Comedy,Drama,Romance"
tt0037343,Tall in the Saddle,1944,Western
tt0036871,Goin' to Town,1944,Comedy
tt0037105,Music in Manhattan,1944,"Musical,Romance"
tt0037111,My Pal Wolf,1944,"Adventure,Drama,Family"
tt0037056,The Master Race,1944,"Drama,War"
tt0036902,Heavenly Days,1944,"Comedy,Romance"
tt0036865,Girl Rush,1944,"Comedy,Musical,Western"
tt0037469,The Woman in the Window,1944,"Crime,Drama,Film-Noir"
tt0036811,The Falcon in Mexico,1944,"Crime,Film-Noir,Mystery"
tt0037193,The Princess and the Pirate,1944,"Adventure,Comedy,Romance"
tt0036810,The Falcon in Hollywood,1944,"Crime,Drama,Film-Noir"
tt0037101,"Murder, My Sweet",1944,"Crime,Drama,Film-Noir"
tt0037124,Nevada,1944,"Drama,Western"
tt0036636,Belle of the Yukon,1944,"Action,Musical,Romance"
tt0036807,Experiment Perilous,1944,"Film-Noir,Romance,Thriller"
tt0038244,What a Blonde,1945,"Comedy,Romance"
tt0038166,The Three Caballeros,1944,"Animation,Comedy,Family"
tt0037822,It's a Pleasure,1945,"Comedy,Drama,Musical"
tt0037970,Pan-Americana,1945,"Comedy,Musical,Romance"
tt0037767,Having Wonderful Crime,1945,Mystery
tt0038199,Two O'Clock Courage,1945,"Crime,Drama,Film-Noir"
tt0037538,Betrayal from the East,1945,"Action,Drama"
tt0038270,Zombies on Broadway,1945,"Comedy,Fantasy,Horror"
tt0037671,The Enchanted Cottage,1945,"Drama,Fantasy,Romance"
tt0038151,Tarzan and the Amazons,1945,"Action,Adventure"
tt0037559,The Brighton Strangler,1945,"Crime,Drama,Film-Noir"
tt0037593,China Sky,1945,"Adventure,Drama,War"
tt0037549,The Body Snatcher,1945,"Horror,Thriller"
tt0038260,Wonder Man,1945,"Comedy,Fantasy,Musical"
tt0038164,Those Endearing Young Charms,1945,"Adventure,Comedy,Drama"
tt0037508,Along Came Jones,1945,"Comedy,Romance,Western"
tt0037522,Back to Bataan,1945,"Drama,War"
tt0037690,The Falcon in San Francisco,1945,"Crime,Film-Noir,Mystery"
tt0038012,Radio Stars on Parade,1945,"Comedy,Music,Romance"
tt0037891,Mama Loves Papa,1945,Comedy
tt0038241,West of the Pecos,1945,Western
tt0037820,Isle of the Dead,1945,"Drama,Horror,Mystery"
tt0038237,Wanderer of the Wasteland,1945,Western
tt0038108,The Spanish Main,1945,"Adventure,Drama,Romance"
tt0037736,George White's Scandals,1945,"Comedy,Music"
tt0037832,Johnny Angel,1945,"Crime,Drama,Film-Noir"
tt0038091,Sing Your Way Home,1945,"Comedy,Music,Romance"
tt0037892,Man Alive,1945,Comedy
tt0038549,A Game of Death,1945,Adventure
tt0037536,The Bells of St. Mary's,1945,Drama
tt0037642,Dick Tracy,1945,"Action,Crime,Family"
tt0036929,Hotel Reserve,1944,Thriller
tt0037615,Cornered,1945,"Drama,Film-Noir,Thriller"
tt0038975,The Spiral Staircase,1946,"Drama,Horror,Mystery"
tt0038886,Riverboat Rhythm,1946,"Comedy,Music,Romance"
tt0039011,Tarzan and the Leopard Woman,1946,"Action,Adventure,Romance"
tt0039041,Tomorrow Is Forever,1946,"Drama,Romance,War"
tt0038668,The Kid from Brooklyn,1946,"Comedy,Sport"
tt0038458,Deadline at Dawn,1946,"Crime,Film-Noir,Mystery"
tt0038479,Ding Dong Williams,1946,"Comedy,Music,Romance"
tt0038537,From This Day Forward,1946,"Drama,Mystery,Romance"
tt0038718,Make Mine Music,1946,"Adventure,Animation,Comedy"
tt0038519,The Falcon's Alibi,1946,"Adventure,Crime,Drama"
tt0038827,Partners in Time,1946,"Comedy,Drama"
tt0038321,Badman's Territory,1946,Western
tt0038343,Bedlam,1946,"Drama,Horror,Thriller"
tt0038592,Heartbeat,1946,"Comedy,Drama,Romance"
tt0039110,Without Reservations,1946,"Comedy,Romance"
tt0038991,The Stranger,1946,"Crime,Drama,Film-Noir"
tt0038324,The Bamboo Blonde,1946,"Music,Romance,War"
tt0039036,Till the End of Time,1946,"Drama,Romance,War"
tt0039050,The Truth About Murder,1946,"Comedy,Film-Noir,Mystery"
tt0038787,Notorious,1946,"Drama,Film-Noir,Romance"
tt0038982,Step by Step,1946,"Crime,Drama,Film-Noir"
tt0038429,Crack-Up,1946,"Crime,Drama,Film-Noir"
tt0038948,Sister Kenny,1946,"Biography,Drama"
tt0038996,Sunset Pass,1946,Western
tt0038411,Child of Divorce,1946,Drama
tt0038680,Lady Luck,1946,"Comedy,Drama"
tt0037735,Genius at Work,1946,"Comedy,Crime"
tt0038782,Nocturne,1946,"Crime,Drama,Film-Noir"
tt0037748,Great Day,1945,Drama
tt0038969,Song of the South,1946,"Animation,Comedy,Family"
tt0038434,Criminal Court,1946,"Crime,Drama"
tt0036868,The Best Years of Our Lives,1946,"Drama,Romance,War"
tt0038478,Dick Tracy vs. Cueball,1946,"Action,Crime,Family"
tt0038905,San Quentin,1946,"Crime,Drama,Romance"
tt0039075,Vacation in Reno,1946,"Action,Comedy,Romance"
tt0038518,The Falcon's Adventure,1946,"Film-Noir,Mystery"
tt0038650,It's a Wonderful Life,1946,"Drama,Family,Fantasy"
tt0038700,The Locket,1946,"Crime,Drama,Film-Noir"
tt0039177,Beat the Band,1947,Musical
tt0039908,Trail Street,1947,Western
tt0039317,The Devil Thumbs a Ride,1947,"Crime,Drama,Film-Noir"
tt0039271,Code of the West,1947,Western
tt0039887,Tarzan and the Huntress,1947,"Action,Adventure,Romance"
tt0039568,A Likely Story,1947,Comedy
tt0039211,Born to Kill,1947,"Crime,Drama,Film-Noir"
tt0039901,Thunder Mountain,1947,Western
tt0039174,Banjo,1947,"Drama,Family"
tt0039313,Desperate,1947,"Crime,Film-Noir,Thriller"
tt0039472,Honeymoon,1947,Comedy
tt0286954,Honeymoon,1945,"Comedy,Musical,Romance"
tt4800094,Honeymoon,1946,"Comedy,Romance"
tt0032456,The Farmer's Daughter,1940,"Comedy,Music,Romance"
tt0039370,The Farmer's Daughter,1947,"Comedy,Drama,Romance"
tt0040000,The Woman on the Beach,1947,"Crime,Drama,Film-Noir"
tt0039321,Dick Tracy's Dilemma,1947,"Action,Crime,Drama"
tt0039896,They Won't Believe Me,1947,"Drama,Film-Noir,Romance"
tt0039286,Crossfire,1947,"Crime,Drama,Film-Noir"
tt0039169,The Bachelor and the Bobby-Soxer,1947,"Comedy,Romance"
tt0039815,Seven Keys to Baldpate,1947,"Mystery,Romance,Thriller"
tt0039934,Under the Tonto Rim,1947,Western
tt0039808,The Secret Life of Walter Mitty,1947,"Comedy,Fantasy,Romance"
tt0039581,The Long Night,1947,"Drama,Film-Noir"
tt0039320,Dick Tracy Meets Gruesome,1947,"Action,Crime,Drama"
tt0039404,Fun and Fancy Free,1947,"Adventure,Animation,Comedy"
tt0039595,Magic Town,1947,"Comedy,Romance"
tt0039823,Man About Town,1947,"Comedy,Drama,Romance"
tt0039842,So Well Remembered,1947,"Drama,Mystery,Romance"
tt0039402,The Fugitive,1947,"Drama,History"
tt0179533,Wild Horse Mesa,1947,"Drama,Western"
tt0039689,Out of the Past,1947,"Crime,Drama,Film-Noir"
tt0039636,Mourning Becomes Electra,1947,Drama
tt0039190,The Bishop's Wife,1947,"Comedy,Drama,Fantasy"
tt0039927,Tycoon,1947,"Adventure,Drama,Romance"
tt0039659,Night Song,1947,"Drama,Music,Romance"
tt0040956,Western Heritage,1948,Western
tt0040464,If You Knew Susie,1948,Comedy
tt0037981,The Pearl,1947,"Adventure,Drama,Romance"
tt5115690,The Pearl,1948,Drama
tt0040458,I Remember Mama,1948,"Drama,Family"
tt0040594,The Miracle of the Bells,1948,Drama
tt0040113,The Arizona Ranger,1948,"Drama,Western"
tt0040369,Fort Apache,1948,"Drama,Western"
tt0040285,Design for Death,1947,Documentary
tt0040862,Tarzan and the Mermaids,1948,"Action,Adventure"
tt0040155,Berlin Express,1948,"Crime,Drama,Film-Noir"
tt0040580,Melody Time,1948,"Animation,Comedy,Family"
tt0040613,Mr. Blandings Builds His Dream House,1948,"Comedy,Romance"
tt0040355,Fighting Father Dunne,1948,"Action,Biography,Crime"
tt0040411,Guns of Hate,1948,"Drama,Western"
tt0040719,Race Street,1948,"Crime,Drama,Film-Noir"
tt0040631,Mystery in Mexico,1948,"Crime,Mystery"
tt0040732,Return of the Bad Men,1948,Western
tt0040932,Variety Time,1948,"Comedy,Music"
tt0040934,The Velvet Touch,1948,"Crime,Drama,Film-Noir"
tt0040395,Good Sam,1948,"Comedy,Drama,Romance"
tt0040178,Bodyguard,1948,"Crime,Drama,Film-Noir"
tt0040720,Rachel and the Stranger,1948,"Adventure,Comedy,Drama"
tt0040835,Station West,1948,Western
tt0040175,Blood on the Moon,1948,"Drama,Western"
tt0040331,Every Girl Should Be Married,1948,"Comedy,Drama,Romance"
tt0040491,Joan of Arc,1948,"Biography,Drama,War"
tt0041431,The Green Promise,1949,Drama
tt0040470,Indian Agent,1948,"Drama,Western"
tt0040321,Enchantment,1948,"Drama,Romance"
tt0040409,Gun Smugglers,1948,"Drama,Western"
tt0041890,So Dear to My Heart,1948,"Animation,Drama,Family"
tt0041947,Tarzan's Magic Fountain,1949,"Action,Adventure,Fantasy"
tt0042053,A Woman's Secret,1949,"Drama,Film-Noir,Mystery"
tt0041211,Brothers in the Saddle,1949,"Drama,Western"
tt0041252,The Clay Pigeon,1949,"Crime,Drama,Film-Noir"
tt0041859,The Set-Up,1949,"Crime,Film-Noir,Sport"
tt0041093,Adventure in Baltimore,1949,"Comedy,Drama"
tt0041832,Rustlers,1949,Western
tt0042046,The Window,1949,"Drama,Film-Noir,Thriller"
tt0041531,The Judge Steps Out,1948,"Comedy,Drama"
tt0041827,Roughshod,1949,"Action,Adventure,Drama"
tt0041915,Stagecoach Kid,1949,Western
tt0041178,The Big Steal,1949,"Crime,Film-Noir,Romance"
tt0041378,Follow Me Quietly,1949,"Crime,Drama,Film-Noir"
tt0041866,She Wore a Yellow Ribbon,1949,Western
tt0041650,Mighty Joe Young,1949,"Adventure,Drama,Fantasy"
tt0041621,Make Mine Laughs,1949,"Comedy,Musical"
tt0041824,Roseanna McCoy,1949,"Drama,Romance"
tt0041675,The Mysterious Desperado,1949,"Drama,Western"
tt0218580,Savage Splendor,1949,Documentary
tt0041926,Strange Bargain,1949,"Crime,Drama,Film-Noir"
tt0041094,The Adventures of Ichabod and Mr. Toad,1949,"Animation,Comedy,Family"
tt0041495,The Woman on Pier 13,1949,"Crime,Drama,Film-Noir"
tt0041328,Easy Living,1949,"Drama,Sport"
tt0041642,Masked Raiders,1949,Western
tt0040872,They Live by Night,1948,"Crime,Film-Noir,Romance"
tt0041208,Bride for Sale,1949,Comedy
tt0041473,Holiday Affair,1949,"Comedy,Drama,Family"
tt0041963,The Threat,1949,"Crime,Drama,Film-Noir"
tt0041278,A Dangerous Profession,1949,"Crime,Drama,Film-Noir"
tt0041672,My Foolish Heart,1949,"Drama,Romance"
