tconst,ordering,nconst,titleType_x,originalTitle_x,isAdult_x,endYear_x,runtimeMinutes_x,titleType_y,primaryTitle,originalTitle_y,isAdult_y,startYear,endYear_y,runtimeMinutes_y,genres,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,age
tt0031030,2.0,nm0350486,movie,Bulldog Sees It Through,0.0,\N,77,movie,Bulldog Sees It Through,Bulldog Sees It Through,0,1940,\N,77,Mystery,Greta Gynt,1916,2000,"actress,soundtrack,archive_footage","tt0039883,tt0031208,tt0045092,tt0040199",24
tt0031050,3.0,nm0664132,movie,Arditi civili,0.0,\N,90,movie,Arditi civili,Arditi civili,0,1940,\N,90,Drama,Elli Parvo,1914,2010,actress,"tt0031660,tt0045499,tt0045103,tt0039255",26
tt0031061,2.0,nm0446532,movie,At the Villa Rose,0.0,\N,62,movie,House of Mystery,At the Villa Rose,0,1940,\N,62,"Drama,Mystery",Judy Kelly,1913,1991,"actress,soundtrack,archive_footage","tt0031731,tt0032872,tt0026196,tt7160572",27
tt0031077,4.0,nm0456815,movie,Band Waggon,0.0,\N,85,movie,Band Waggon,Band Waggon,0,1940,\N,85,"Comedy,Musical",Pat Kirkwood,1921,2007,"actress,soundtrack,archive_footage","tt0045481,tt0385454,tt0049795,tt0989125",19
tt0031084,1.0,nm0201638,movie,Battement de coeur,0.0,\N,97,movie,Beating Heart,Battement de coeur,0,1940,\N,97,"Comedy,Drama",Danielle Darrieux,1917,2017,"actress,music_department,soundtrack","tt0283832,tt0044314,tt0027951,tt0062873",23
tt0031136,2.0,nm0302622,movie,La canción del milagro,0.0,\N,85,movie,The Miracle Song,La canción del milagro,0,1940,\N,85,"Drama,Family,Musical",Lupita Gallardo,1912,\N,actress,"tt0025017,tt0027447,tt0220030,tt0024671",28
tt0031142,2.0,nm0907216,movie,Casanova heiratet,0.0,\N,\N,movie,Casanova heiratet,Casanova heiratet,0,1940,\N,\N,\N,Lizzi Waldmüller,1904,1945,"actress,soundtrack,archive_footage","tt0031092,tt0036797,tt0033632,tt0023519",36
tt0031146,1.0,nm0635371,movie,Centomila dollari,0.0,\N,83,movie,Centomila dollari,Centomila dollari,0,1940,\N,83,Comedy,Assia Noris,1912,1998,"actress,writer","tt0027922,tt0029562,tt0033475,tt0036495",28
tt0031174,2.0,nm0062746,movie,Confidential Lady,0.0,\N,74,movie,Confidential Lady,Confidential Lady,0,1940,\N,74,"Comedy,Drama,Romance",Jane Baxter,1909,1996,actress,"tt0026294,tt0024900,tt0024998,tt0989125",31
tt0031191,6.0,nm0912115,movie,Outside the Three-Mile Limit,0.0,\N,64,movie,Outside the Three-Mile Limit,Outside the Three-Mile Limit,0,1940,\N,64,"Crime,Drama,Romance",Irene Ware,1910,1993,"actress,archive_footage","tt0022753,tt0026333,tt0027613,tt0025608",30
tt0031192,3.0,nm0350486,movie,Crook's Tour,0.0,\N,80,movie,Crook's Tour,Crook's Tour,0,1940,\N,80,"Comedy,Mystery",Greta Gynt,1916,2000,"actress,soundtrack,archive_footage","tt0039883,tt0031208,tt0045092,tt0040199",24
tt0031217,2.0,nm0547984,movie,Dead Man's Shoes,0.0,\N,70,movie,Dead Man's Shoes,Dead Man's Shoes,0,1940,\N,70,Drama,Joan Marion,1908,2001,actress,"tt0029919,tt0989125,tt0023961,tt0024324",32
tt0031228,4.0,nm0233937,movie,La fille du diable,0.0,\N,98,movie,Devil's Daughter,La fille du diable,0,1946,\N,98,Drama,Thérèse Dorny,1891,1976,actress,"tt0046911,tt0166535,tt0193111,tt0023963",55
tt0031248,2.0,nm0192033,movie,Dr. O'Dowd,0.0,\N,76,movie,Dr. O'Dowd,Dr. O'Dowd,0,1940,\N,76,Drama,Peggy Cummins,1925,2017,"actress,archive_footage","tt0042530,tt0050766,tt0040325,tt0051713",15
tt0031271,2.0,nm0848520,movie,En tiempos de Don Porfirio,0.0,\N,160,movie,In the Times of Don Porfirio,En tiempos de Don Porfirio,0,1940,\N,160,"Comedy,Drama,Musical",Marina Tamayo,1912,2005,"actress,archive_footage","tt0033053,tt0162147,tt0222514,tt0031271",28
tt0031272,2.0,nm0536604,movie,An Englishman's Home,0.0,\N,73,movie,Mad Men of Europe,An Englishman's Home,0,1940,\N,73,"Drama,War",Mary Maguire,1919,1974,"actress,archive_footage","tt0029652,tt0028883,tt0030731,tt0028564",21
tt0031274,2.0,nm0117656,movie,Eran tres hermanas,0.0,\N,116,movie,Eran tres hermanas,Eran tres hermanas,0,1940,\N,116,\N,María Brú,1885,1966,actress,"tt0041803,tt0036567,tt0037586,tt0034482",55
tt0031292,2.0,nm0935388,movie,Familjen Björck,0.0,\N,98,movie,Familjen Björck,Familjen Björck,0,1940,\N,98,Comedy,Frida Winnerstrand,1881,1943,"actress,soundtrack","tt0031292,tt0287540,tt0028536,tt0289429",59
tt0031294,2.0,nm0660035,movie,Fanfulla da Lodi,0.0,\N,80,movie,Fanfulla da Lodi,Fanfulla da Lodi,0,1940,\N,80,\N,Germana Paolieri,1906,1998,actress,"tt0031949,tt0026415,tt0023667,tt0204216",34
tt0031341,2.0,nm0237655,movie,French Without Tears,0.0,\N,86,movie,French Without Tears,French Without Tears,0,1940,\N,86,Comedy,Ellen Drew,1914,2003,"actress,soundtrack,archive_footage","tt0032338,tt0037820,tt0033916,tt0042229",26
tt0031348,2.0,nm0602812,movie,Frontier Vengeance,0.0,\N,58,movie,Frontier Vengeance,Frontier Vengeance,0,1940,\N,58,Western,Betty Moran,1920,1998,actress,"tt0033039,tt0031031,tt0031348,tt0031838",20
tt0031354,3.0,nm0792163,movie,Full Speed Ahead,0.0,\N,60,movie,Full Speed Ahead,Full Speed Ahead,0,1940,\N,60,Drama,Dinah Sheridan,1920,2012,"actress,archive_footage,archive_sound","tt0066279,tt0045808,tt0045839,tt0043682",20
tt0031355,2.0,nm1113918,movie,Földindulás,0.0,\N,92,movie,Földindulás,Földindulás,0,1940,\N,92,\N,Olga Eszenyi,1910,1992,actress,"tt0243684,tt0031114,tt0243450,tt0031355",30
tt0031356,1.0,nm0900446,movie,Füszer és csemege,0.0,\N,85,movie,Füszer és csemege,Füszer és csemege,0,1940,\N,85,Drama,Mariska Vízváry,1877,1954,"actress,archive_footage","tt0031356,tt0241757,tt0030432,tt0029186",63
tt0031359,2.0,nm0944087,movie,Gaslight,0.0,\N,84,movie,Gaslight,Gaslight,0,1940,\N,84,"Mystery,Thriller",Diana Wynyard,1906,1964,"actress,archive_footage","tt0023876,tt0031359,tt0024325,tt0034065",34
tt0031368,1.0,nm0019922,movie,The Girl Who Forgot,0.0,\N,\N,movie,The Girl Who Forgot,The Girl Who Forgot,0,1940,\N,\N,Comedy,Elizabeth Allan,1910,1990,"actress,soundtrack,archive_footage","tt0026266,tt0027075,tt0025546,tt0023145",30
tt0031372,2.0,nm0799197,movie,Giù il sipario,0.0,\N,74,movie,Giù il sipario,Giù il sipario,0,1940,\N,74,Comedy,Lilia Silvi,1921,2013,"actress,soundtrack,archive_footage","tt0034153,tt0404223,tt0032407,tt0033377",19
tt0031378,2.0,nm0128573,movie,Golden Gloves,0.0,\N,66,movie,Golden Gloves,Golden Gloves,0,1940,\N,66,"Crime,Drama,Sport",Jeanne Cagney,1919,1984,"actress,soundtrack,archive_footage","tt0042869,tt0035575,tt0040884,tt0044557",21
tt0031384,3.0,nm0317059,movie,The Good Old Days,0.0,\N,79,movie,The Good Old Days,The Good Old Days,0,1940,\N,79,Comedy,Kathleen Gibson,1915,1974,actress,"tt0159381,tt0146979,tt0028991,tt0028652",25
tt0031394,5.0,nm0619254,movie,The Green Hornet,0.0,\N,258,movie,The Green Hornet,The Green Hornet,0,1940,\N,258,"Adventure,Crime,Family",Anne Nagel,1915,1966,"actress,soundtrack,archive_footage","tt0033879,tt0031394,tt0032559,tt0032258",25
tt0031425,2.0,nm0221508,movie,His Brother's Keeper,0.0,\N,70,movie,His Brother's Keeper,His Brother's Keeper,0,1940,\N,70,Drama,Tamara Desni,1910,2008,"actress,soundtrack","tt0127272,tt0219915,tt0026159,tt0029603",30
tt0031444,2.0,nm0221442,movie,Hoots Mon,0.0,\N,77,movie,Hoots Mon,Hoots Mon,0,1940,\N,77,Comedy,Florence Desmond,1905,1993,"actress,soundtrack,archive_footage","tt0065009,tt0043041,tt0027661,tt0022336",35
tt0031466,2.0,nm0001443,movie,I Take This Woman,0.0,\N,98,movie,I Take This Woman,I Take This Woman,0,1940,\N,98,"Drama,Mystery,Romance",Hedy Lamarr,1914,2000,"actress,producer,miscellaneous","tt0041838,tt0038990,tt0037769,tt0035460",26
tt0031504,5.0,nm0166546,movie,Jail Birds,0.0,\N,73,movie,Jail Birds,Jail Birds,0,1940,\N,73,"Comedy,Crime",Lorraine Clewes,1917,1996,actress,"tt0038442,tt0103206,tt0056350,tt0071292",23
tt0031518,3.0,nm0282887,movie,Julieta y Romeo,0.0,\N,91,movie,Julieta y Romeo,Julieta y Romeo,0,1940,\N,91,\N,Marta Flores,1913,2005,"actress,casting_director,casting_department","tt0059546,tt0077430,tt0054078,tt0037778",27
tt0031522,4.0,nm0893036,movie,Just William,0.0,\N,72,movie,Just William,Just William,0,1940,\N,72,Comedy,Amy Veness,1876,1960,actress,"tt0037367,tt0026649,tt0040662,tt0031522",64
tt0031524,2.0,nm0392852,movie,Das jüngste Gericht,0.0,\N,77,movie,Das jüngste Gericht,Das jüngste Gericht,0,1940,\N,77,\N,Olly Holzmann,1915,1995,actress,"tt0036519,tt0033049,tt0031338,tt0246605",25
tt0031541,2.0,nm0240084,movie,Kontsert na ekrane,0.0,\N,\N,movie,Concert on the Screen,Kontsert na ekrane,0,1940,\N,\N,Music,Natalya Dudinskaya,1912,2003,"actress,miscellaneous","tt0062506,tt0031541,tt0058611,tt0056147",28
tt0031545,1.0,nm0180663,movie,Il ladro sono io,0.0,\N,75,movie,Il ladro sono io,Il ladro sono io,0,1940,\N,75,Comedy,Nelly Corradi,1914,1968,"actress,music_department,soundtrack","tt0038508,tt0038707,tt0143881,tt0040533",26
tt0031548,2.0,nm0336931,movie,A Window in London,0.0,\N,59,movie,Lady in Distress,A Window in London,0,1940,\N,59,"Crime,Drama,Thriller",Sally Gray,1915,2006,"actress,soundtrack","tt0034146,tt0031891,tt0032688,tt0038577",25
tt0031551,3.0,nm0812726,movie,Una lampada alla finestra,0.0,\N,84,movie,Una lampada alla finestra,Una lampada alla finestra,0,1940,\N,84,\N,Laura Solari,1913,1984,actress,"tt0046250,tt0057460,tt0040937,tt0035000",27
tt0031560,1.0,nm0620518,movie,La leggenda azzurra,0.0,\N,65,movie,La leggenda azzurra,La leggenda azzurra,0,1940,\N,65,\N,Neda Naldi,1913,1993,"actress,writer","tt0174390,tt0031560,tt0385911,tt0036090",27
tt0031568,2.0,nm0294393,movie,Leyenda rota,0.0,\N,80,movie,Leyenda rota,Leyenda rota,0,1940,\N,80,Comedy,Maruchi Fresno,1916,2003,actress,"tt0043388,tt0039760,tt0053290,tt0038861",24
tt0031584,2.0,nm0174282,movie,La locura de Don Juan,0.0,\N,\N,movie,La locura de Don Juan,La locura de Don Juan,0,1940,\N,\N,Comedy,Carmen Conde,1916,\N,actress,"tt0028552,tt0235005,tt0228908,tt0233608",24
tt0031591,2.0,nm0273488,movie,Los de abajo,0.0,\N,89,movie,Los de abajo,Los de abajo,0,1940,\N,89,"Drama,War",Esther Fernández,1918,1999,"actress,writer,soundtrack","tt0218257,tt0202564,tt0027338,tt0218075",22
tt0031600,2.0,nm0050249,movie,"Macao, l'enfer du jeu",0.0,\N,61,movie,Gambling Hell,"Macao, l'enfer du jeu",0,1942,\N,61,"Adventure,Drama",Mireille Balin,1909,1968,"actress,soundtrack,archive_footage","tt0029453,tt0204285,tt0201615,tt0239907",33
tt0031612,2.0,nm0001931,movie,The Man from Down Under,0.0,\N,103,movie,The Man from Down Under,The Man from Down Under,0,1943,\N,103,"Action,Comedy,Drama",Binnie Barnes,1903,1998,"actress,producer,soundtrack","tt0039037,tt0038108,tt0024473,tt0028373",40
tt0031617,3.0,nm0003123,movie,The Man from Dakota,0.0,\N,75,movie,The Man from Dakota,The Man from Dakota,0,1940,\N,75,"Drama,History,War",Dolores Del Río,1904,1983,"actress,soundtrack,archive_footage","tt0036577,tt0024025,tt0022689,tt0019489",36
tt0031623,2.0,nm0857922,movie,Ein Mann auf Abwegen,0.0,\N,88,movie,Ein Mann auf Abwegen,Ein Mann auf Abwegen,0,1940,\N,88,"Adventure,Comedy",Charlotte Thiele,1918,2004,actress,"tt0036443,tt0032133,tt0031623,tt0033750",22
tt0031624,1.0,nm0947285,movie,Manolenka,0.0,\N,102,movie,Manolenka,Manolenka,0,1940,\N,102,Drama,Lina Yegros,1914,1978,actress,"tt0047206,tt0039401,tt0028534,tt0052277",26
tt0031625,3.0,nm0050121,movie,Mare,0.0,\N,94,movie,Mare,Mare,0,1940,\N,94,\N,Virginia Balestrieri,1888,1960,"actress,archive_footage","tt0045614,tt0049484,tt1167848,tt0270876",52
tt0031636,2.0,nm0532296,movie,Meet Maxwell Archer,0.0,\N,73,movie,"Maxwell Archer, Detective",Meet Maxwell Archer,0,1940,\N,73,"Adventure,Crime,Mystery",Leueen MacGrath,1914,1992,"actress,writer","tt0030637,tt0041329,tt0191690,tt0040049",26
tt0031644,2.0,nm0350486,movie,The Middle Watch,0.0,\N,87,movie,The Middle Watch,The Middle Watch,0,1940,\N,87,Comedy,Greta Gynt,1916,2000,"actress,soundtrack,archive_footage","tt0039883,tt0031208,tt0045092,tt0040199",24
tt0031660,4.0,nm0664132,movie,Miseria e nobiltà,0.0,\N,62,movie,Miseria e nobiltà,Miseria e nobiltà,0,1940,\N,62,\N,Elli Parvo,1914,2010,actress,"tt0031660,tt0045499,tt0045103,tt0039255",26
tt0031672,3.0,nm0959026,movie,Motel the Operator,0.0,\N,88,movie,Motel the Operator,Motel the Operator,0,1940,\N,88,Drama,Yetta Zwerling,1894,1982,"actress,archive_footage","tt0032582,tt0031540,tt0029042,tt0032649",46
tt0031682,1.0,nm0163515,movie,Mrs. Pym of Scotland Yard,0.0,\N,65,movie,Mrs. Pym of Scotland Yard,Mrs. Pym of Scotland Yard,0,1940,\N,65,"Crime,Mystery",Mary Clare,1892,1970,"actress,archive_footage","tt0040662,tt0030341,tt0024989,tt0010997",48
tt0031702,2.0,nm0446550,movie,The Mysterious Mr. Davis,0.0,\N,58,movie,The Mysterious Mr. Davis,The Mysterious Mr. Davis,0,1940,\N,58,Drama,Kathleen Kelly,1912,\N,actress,"tt0029280,tt0029152,tt0026460,tt0028317",28
tt0031739,1.0,nm0866181,movie,A nönek mindig sikerül,0.0,\N,79,movie,A nönek mindig sikerül,A nönek mindig sikerül,0,1940,\N,79,\N,Klári Tolnay,1914,1998,"actress,soundtrack,archive_footage","tt0240982,tt0057394,tt0036410,tt0077982",26
tt0031741,3.0,nm0356420,movie,Odio,0.0,\N,75,movie,Harvest of Hate,Odio,0,1940,\N,75,"Drama,Romance",Magda Haller,1915,1981,"actress,archive_footage","tt0025062,tt0031741,tt0027950,tt0223060",25
tt0031789,2.0,nm0219166,movie,Pazza di gioia,0.0,\N,78,movie,Two on a Vacation,Pazza di gioia,0,1940,\N,78,Comedy,Maria Denis,1916,2004,actress,"tt0035515,tt0034194,tt0025496,tt0038437",24
tt0031791,2.0,nm0599430,movie,Il peccato di Rogelia Sanchez,0.0,\N,83,movie,Il peccato di Rogelia Sanchez,Il peccato di Rogelia Sanchez,0,1940,\N,83,Drama,Germaine Montero,1909,2000,"actress,soundtrack,archive_footage","tt0084740,tt0809942,tt0031791,tt0056228",31
tt0031802,3.0,nm0436318,movie,Podnyataya tselina,0.0,\N,118,movie,Podnyataya tselina,Podnyataya tselina,0,1940,\N,118,Drama,Lyubov Kalyuzhnaya,1914,1991,actress,"tt0076727,tt0079579,tt0065128,tt0169872",26
tt0031818,2.0,nm0501532,movie,Pour le maillot jaune,0.0,\N,91,movie,Pour le maillot jaune,Pour le maillot jaune,0,1940,\N,91,"Romance,Sport",Meg Lemonnier,1905,1988,"actress,soundtrack,archive_footage","tt0151034,tt0132521,tt0159073,tt0185642",35
tt0031828,4.0,nm0859383,movie,The Proud Valley,0.0,\N,76,movie,The Tunnel,The Proud Valley,0,1940,\N,76,"Drama,Music",Rachel Thomas,1905,1995,"actress,archive_footage","tt0057926,tt0038396,tt0031828,tt0070854",35
tt0031853,2.0,nm0496819,movie,Return to Yesterday,0.0,\N,69,movie,Return to Yesterday,Return to Yesterday,0,1940,\N,69,Drama,Anna Lee,1913,2004,"actress,soundtrack,archive_footage","tt0059742,tt0056687,tt0056758,tt0033729",27
tt0031854,8.0,nm0735018,movie,El rey que rabió,0.0,\N,\N,movie,El rey que rabió,El rey que rabió,0,1940,\N,\N,Comedy,Raquel Rodrigo,1915,2004,actress,"tt0029897,tt0028166,tt0025942,tt0025067",25
tt0031856,2.0,nm0095979,movie,Ricchezza senza domani,0.0,\N,82,movie,Ricchezza senza domani,Ricchezza senza domani,0,1940,\N,82,\N,Paola Borboni,1900,1995,"actress,archive_footage","tt0046250,tt0046521,tt0029007,tt0067565",40
tt0031866,2.0,nm0362863,movie,Ritorno,0.0,\N,70,movie,Musica di sogno,Ritorno,0,1940,\N,70,Romance,Marte Harell,1907,1996,"actress,soundtrack,archive_footage","tt0037705,tt0042438,tt0035900,tt0031763",33
tt0031870,3.0,nm0263088,movie,Roll Wagons Roll,0.0,\N,56,movie,Roll Wagons Roll,Roll Wagons Roll,0,1940,\N,56,"Drama,Music,Western",Muriel Evans,1910,2000,"actress,archive_footage","tt0027415,tt0028377,tt0025464,tt0025251",30
tt0031878,2.0,nm0756679,movie,Rose scarlatte,0.0,\N,65,movie,Red Roses,Rose scarlatte,0,1940,\N,65,Comedy,Renée Saint-Cyr,1904,2004,"actress,producer,archive_footage","tt0042492,tt0194824,tt0031878,tt0922386",36
tt0031900,1.0,nm0540744,movie,Scandalo per bene,0.0,\N,92,movie,Scandalo per bene,Scandalo per bene,0,1940,\N,92,\N,Evi Maltagliati,1908,1986,actress,"tt0034071,tt0877541,tt0047630,tt0287857",32
tt0031913,3.0,nm0953447,movie,Sei bambine ed il Perseo,0.0,\N,100,movie,Sei bambine ed il Perseo,Sei bambine ed il Perseo,0,1940,\N,100,\N,Elena Zareschi,1916,1999,"actress,miscellaneous,archive_footage","tt0055518,tt0477338,tt1696200,tt1337019",24
tt0031918,2.0,nm0384962,movie,Shadowed Eyes,0.0,\N,68,movie,Shadowed Eyes,Shadowed Eyes,0,1940,\N,68,"Crime,Drama",Patricia Hilliard,1916,2001,actress,"tt0026406,tt0028358,tt4306014,tt0025681",24
tt0031920,3.0,nm0936727,movie,She Couldn't Say No,0.0,\N,72,movie,She Couldn't Say No,She Couldn't Say No,0,1940,\N,72,Comedy,Googie Withers,1917,2011,"actress,archive_footage","tt0035153,tt0030341,tt0042788,tt0117631",23
tt0031966,3.0,nm0071210,movie,Sportowiec mimo woli,0.0,\N,64,movie,Sportowiec mimo woli,Sportowiec mimo woli,0,1940,\N,64,Comedy,Ina Benita,1912,1984,"actress,soundtrack,archive_footage","tt0170177,tt0025476,tt0863138,tt1042290",28
tt0031967,3.0,nm0115054,movie,Spy for a Day,0.0,\N,71,movie,Spy for a Day,Spy for a Day,0,1940,\N,71,"Comedy,Thriller",Paddy Browne,1908,1993,"actress,soundtrack","tt0032356,tt0022706,tt0021771,tt0023031",32
tt0031976,2.0,nm0516994,movie,The Stars Look Down,0.0,\N,110,movie,The Stars Look Down,The Stars Look Down,0,1940,\N,110,Drama,Margaret Lockwood,1916,1990,"actress,writer,soundtrack","tt0030341,tt0050233,tt0032842,tt0039509",24
tt0031994,4.0,nm0077620,movie,Les surprises de la radio,0.0,\N,80,movie,Radio Surprises,Les surprises de la radio,0,1940,\N,80,Comedy,Mady Berry,1887,1965,actress,"tt0204285,tt0027825,tt0406716,tt0031800",53
tt0032011,2.0,nm0894524,movie,Ten Days in Paris,0.0,\N,82,movie,Missing Ten Days,Ten Days in Paris,0,1940,\N,82,Drama,Karen Verne,1918,1967,"actress,miscellaneous,soundtrack","tt0034449,tt0035317,tt0034337,tt0033059",22
tt0032052,2.0,nm0133734,movie,Trappola d'amore,0.0,\N,80,movie,Trappola d'amore,Trappola d'amore,0,1940,\N,80,\N,Carla Candiani,1916,2005,actress,"tt0033177,tt0033825,tt0033449,tt0031027",24
tt0032064,1.0,nm0040094,movie,Tutto per la donna,0.0,\N,71,movie,Tutto per la donna,Tutto per la donna,0,1940,\N,71,\N,Junie Astor,1911,1967,"actress,producer,soundtrack","tt0027336,tt0038506,tt0031273,tt0040304",29
tt0032073,1.0,nm0280677,movie,Gli ultimi della strada,0.0,\N,78,movie,Gli ultimi della strada,Gli ultimi della strada,0,1940,\N,78,Drama,Oretta Fiume,1919,1994,actress,"tt0032964,tt0032073,tt0039415,tt0059799",21
tt0032090,1.0,nm0812726,movie,Validità giorni dieci,0.0,\N,76,movie,Validità giorni dieci,Validità giorni dieci,0,1940,\N,76,Comedy,Laura Solari,1913,1984,actress,"tt0046250,tt0057460,tt0040937,tt0035000",27
tt0032092,2.0,nm0320221,movie,Vento di milioni,0.0,\N,78,movie,Vento di milioni,Vento di milioni,0,1940,\N,78,\N,Vivi Gioi,1914,1975,actress,"tt0039233,tt0027922,tt0056378,tt0034616",26
tt0032119,1.0,nm0775596,movie,Weißer Flieder,0.0,\N,92,movie,Weißer Flieder,Weißer Flieder,0,1940,\N,92,"Comedy,Romance",Hannelore Schroth,1922,1987,"actress,archive_footage","tt0049293,tt0067047,tt0311214,tt0070463",18
tt0032161,1.0,nm0944123,movie,Zlota maska,0.0,\N,77,movie,Zlota maska,Zlota maska,0,1940,\N,77,"Drama,Romance",Lidia Wysocka,1916,2006,"actress,soundtrack,archive_footage","tt0029088,tt0032161,tt0028085,tt0281879",24
tt0032163,1.0,nm0936651,movie,Zona i nie zona,0.0,\N,61,movie,The (Im)Perfect Wife,Zona i nie zona,0,1941,\N,61,"Drama,Romance",Tamara Wiszniewska,1919,1981,actress,"tt0285537,tt0032163,tt0031096,tt0028274",22
tt0032168,4.0,nm0738139,movie,¡Que viene mi marido!,0.0,\N,91,movie,¡Que viene mi marido!,¡Que viene mi marido!,0,1940,\N,91,Comedy,Emma Roldán,1890,1978,"actress,costume_designer,costume_department","tt0073520,tt0162477,tt0243744,tt0037232",50
tt0032172,3.0,nm0243913,movie,È sbarcato un marinaio,0.0,\N,74,movie,È sbarcato un marinaio,È sbarcato un marinaio,0,1940,\N,74,\N,Doris Duranti,1917,1995,"actress,writer,archive_footage","tt0033449,tt0034566,tt0031145,tt0036304",23
tt0032176,1.0,nm0643353,movie,'Til We Meet Again,0.0,\N,99,movie,'Til We Meet Again,'Til We Meet Again,0,1940,\N,99,"Crime,Drama,Mystery",Merle Oberon,1911,1979,"actress,writer,producer","tt0032145,tt0037024,tt0034274,tt0025748",29
tt0032177,2.0,nm0854996,movie,...som en tjuv om natten,0.0,\N,98,movie,...som en tjuv om natten,...som en tjuv om natten,0,1940,\N,98,Comedy,Birgit Tengroth,1915,1983,"actress,writer,soundtrack","tt0042466,tt0026305,tt0036380,tt0041998",25
tt0032178,3.0,nm0708081,movie,20 Mule Team,0.0,\N,84,movie,20 Mule Team,20 Mule Team,0,1940,\N,84,Western,Marjorie Rambeau,1889,1970,"actress,soundtrack,archive_footage","tt0032946,tt0033187,tt0034297,tt0026282",51
tt0032179,1.0,nm0000046,movie,21 Days,0.0,\N,72,movie,21 Days Together,21 Days,0,1940,\N,72,"Crime,Drama,Romance",Vivien Leigh,1913,1967,"actress,writer,soundtrack","tt0044081,tt0031381,tt0033238,tt0034272",27
tt0032180,1.0,nm0524501,movie,Abbandono,0.0,\N,100,movie,Abbandono,Abbandono,0,1940,\N,100,Drama,Corinne Luchaire,1921,1950,"actress,archive_footage","tt0031222,tt0030629,tt0032180,tt0037370",19
