tconst,primaryTitle,startYear,genres
tt0033331,Aloma of the South Seas,1941,Drama
tt0033611,Flying Blind,1941,"Comedy,Drama"
tt0034105,Riders of the Timberline,1941,"Drama,Western"
tt0034233,Stick to Your Guns,1941,"Drama,Western"
tt0033722,Hold Back the Dawn,1941,"Drama,Romance"
tt0034320,Twilight on the Trail,1941,Western
tt0033442,Buy Me That Town,1941,"Comedy,Drama,Mystery"
tt0033708,Henry Aldrich for President,1941,"Comedy,Family"
tt0033947,New York Town,1941,"Comedy,Romance"
tt0033989,Outlaws of the Desert,1941,"Drama,Western"
tt0033396,Birth of the Blues,1941,"History,Music,Romance"
tt0034166,Secret of the Wastelands,1941,"Drama,Western"
tt0034198,Skylark,1941,"Comedy,Romance"
tt0033954,The Night of January 16th,1941,"Crime,Drama,Film-Noir"
tt0033958,No Hands on the Clock,1941,"Crime,Mystery"
tt0033666,Glamour Boy,1941,"Comedy,Drama"
tt0033727,Mr. Bug Goes to Town,1941,"Animation,Comedy,Family"
tt0033372,Bahama Passage,1941,"Drama,Romance"
tt0033337,Among the Living,1941,"Drama,Film-Noir,Mystery"
tt0033851,Louisiana Purchase,1941,"Comedy,Musical"
tt0033993,Pacific Blackout,1941,Mystery
tt0034736,The Fleet's In,1942,"Musical,Romance"
tt0034960,The Lady Has Plans,1942,Drama
tt0035458,Torpedo Boat,1942,"Action,Drama,Romance"
tt0034240,Sullivan's Travels,1941,"Adventure,Comedy,Drama"
tt0035247,The Remarkable Andrew,1942,"Comedy,Fantasy"
tt0035474,True to the Army,1942,"Comedy,Music"
tt0035244,Reap the Wild Wind,1942,"Action,Adventure,Drama"
tt0035100,My Favorite Blonde,1942,Comedy
tt0035432,This Gun for Hire,1942,"Crime,Drama,Film-Noir"
tt0034812,The Great Man's Lady,1941,"Drama,Romance,Western"
tt0035413,"Take a Letter, Darling",1942,"Comedy,Romance"
tt0034678,Dr. Broadway,1942,"Crime,Drama,Mystery"
tt0034844,Henry and Dizzy,1942,"Comedy,Family"
tt0034467,Are Husbands Necessary?,1942,"Comedy,Mystery,Romance"
tt0034880,I Live on Danger,1942,Thriller
tt0034510,Beyond the Blue Horizon,1942,"Action,Adventure,Comedy"
tt0035126,Night in New Orleans,1942,"Comedy,Crime,Drama"
tt0035400,Sweater Girl,1942,"Comedy,Musical,Mystery"
tt0035216,Priorities on Parade,1942,"Comedy,Musical,Romance"
tt0035530,Wake Island,1942,"Action,Drama,War"
tt0035562,Wildcat,1942,"Adventure,Drama,Film-Noir"
tt0034862,Holiday Inn,1942,"Comedy,Drama,Music"
tt0035019,The Major and the Minor,1942,"Comedy,Romance"
tt0034842,"Henry Aldrich, Editor",1942,"Comedy,Drama,Family"
tt0035388,Street of Chance,1942,"Crime,Drama,Film-Noir"
tt0034749,The Forest Rangers,1942,Drama
tt0034798,The Glass Key,1942,"Crime,Drama,Film-Noir"
tt0035094,Mrs. Wiggs of the Cabbage Patch,1942,"Comedy,Drama,Romance"
tt0035104,My Heart Belongs to Daddy,1942,"Comedy,Romance"
tt0035569,Wrecking Crew,1942,Drama
tt0035262,Road to Morocco,1942,"Adventure,Comedy,Family"
tt0034998,Lucky Jordan,1942,Drama
tt0034639,The Avengers,1942,"Drama,War"
tt0035379,Star Spangled Rhythm,1942,"Comedy,Music"
tt0036451,Tornado,1943,Drama
tt0035169,The Palm Beach Story,1942,"Comedy,Romance"
tt0034958,Lady Bodyguard,1943,Comedy
tt0035969,Happy Go Lucky,1943,"Comedy,Musical,Romance"
tt0179092,Happy Go Lucky,1946,Comedy
tt0036208,No Time for Love,1943,"Comedy,Romance"
tt0036327,Salute for Three,1943,"Comedy,Musical"
tt0035614,Aerial Gunner,1943,Drama
tt0035999,High Explosive,1943,Drama
tt0035735,China,1943,"Drama,War"
tt0035983,Henry Aldrich Gets Glamour,1943,"Adventure,Comedy,Family"
tt0035884,Five Graves to Cairo,1943,"Thriller,War"
tt0035125,Night Plane from Chungking,1943,Drama
tt0035810,Dixie,1943,"Comedy,Musical"
tt0035985,Henry Aldrich Swings It,1943,"Comedy,Family"
tt0035622,Alaska Highway,1943,Drama
tt0036397,Submarine Alert,1943,"Thriller,War"
tt0035896,For Whom the Bell Tolls,1943,"Adventure,Drama,History"
tt0036105,Let's Face It,1943,"Musical,Romance"
tt0035948,The Good Fellows,1943,"Comedy,Romance"
tt0036367,So Proudly We Hail!,1943,"Drama,Romance,War"
tt0036017,Hostages,1943,"Drama,War"
tt0035984,Henry Aldrich Haunts a House,1943,"Adventure,Comedy,Family"
tt0036161,Minesweeper,1943,"Action,Adventure,Comedy"
tt0036313,Riding High,1943,Comedy
tt0036461,True to Life,1943,"Comedy,Romance"
tt0037310,Standing Room Only,1944,"Comedy,Romance,War"
tt0036909,"Henry Aldrich, Boy Scout",1944,"Comedy,Family"
tt0036440,Timber Queen,1944,Drama
tt0037000,Lady in the Dark,1944,"Drama,Musical,Romance"
tt0037415,The Uninvited,1944,"Fantasy,Horror,Mystery"
tt0037121,The Navy Way,1944,"Drama,War"
tt0037475,You Can't Ration Love,1944,"Comedy,Musical,Romance"
tt0037077,The Miracle of Morgan's Creek,1943,"Comedy,Romance,War"
tt0036600,And the Angels Sing,1944,"Comedy,Music,Romance"
tt0036921,The Hitler Gang,1944,"Biography,Drama,History"
tt0036845,Gambler's Choice,1944,"Action,Crime,Drama"
tt0036907,Henry Aldrich Plays Cupid,1944,"Comedy,Family"
tt0036872,Going My Way,1944,"Comedy,Drama,Music"
tt0036930,The Hour Before the Dawn,1944,"Drama,Romance,War"
tt0037340,Take It Big,1944,"Comedy,Music,Romance"
tt0036908,Henry Aldrich's Little Secret,1944,"Comedy,Family,Romance"
tt0037316,The Story of Dr. Wassell,1944,"Action,Adventure,Drama"
tt0036775,Double Indemnity,1944,"Crime,Drama,Film-Noir"
tt0036891,Hail the Conquering Hero,1944,"Comedy,War"
tt0036938,I Love a Soldier,1944,"Drama,Romance,War"
tt0037379,Till We Meet Again,1944,"Action,Adventure,Drama"
tt0037158,Our Hearts Were Young and Gay,1944,Comedy
tt0037208,Rainbow Island,1944,"Comedy,Musical,Romance"
tt0036880,The Great Moment,1944,"Biography,Drama"
tt0036840,Frenchman's Creek,1944,"Adventure,Drama,Romance"
tt0036743,Dark Mountain,1944,"Crime,Drama,Film-Noir"
tt0036599,And Now Tomorrow,1944,"Drama,Romance"
tt0037151,One Body Too Many,1944,"Comedy,Horror,Mystery"
tt0036741,Dangerous Passage,1944,"Drama,Film-Noir"
tt0036774,Double Exposure,1944,"Comedy,Crime,Mystery"
tt0036912,Here Come the Waves,1944,"Comedy,Musical,Romance"
tt0037190,Practically Yours,1944,"Comedy,Romance,War"
tt0037075,Ministry of Fear,1944,"Crime,Drama,Film-Noir"
tt0037046,The Man in Half Moon Street,1944,"Drama,Film-Noir,Horror"
tt0037777,High Powered,1945,"Action,Adventure,Drama"
tt0037560,Bring on the Girls,1945,"Comedy,Musical"
tt0037906,A Medal for Benny,1945,Drama
tt0038047,Salty O'Rourke,1945,"Crime,Drama"
tt0038205,The Unseen,1945,"Drama,Film-Noir,Horror"
tt0038055,Scared Stiff,1945,"Comedy,Mystery"
tt0037931,"Murder, He Says",1945,"Comedy,Mystery"
tt0038263,You Came Along,1945,"Drama,Romance"
tt0037498,The Affairs of Susan,1945,"Comedy,Drama,Romance"
tt0037964,Out of This World,1945,"Comedy,Music,Romance"
tt0037960,Midnight Manhunt,1945,"Comedy,Crime,Mystery"
tt0037816,Incendiary Blonde,1945,"Biography,Crime,Drama"
tt0037662,Duffy's Tavern,1945,"Comedy,Musical"
tt0037885,Love Letters,1945,"Drama,Mystery,Romance"
tt0037884,The Lost Weekend,1945,"Drama,Film-Noir"
tt0037903,Masquerade in Mexico,1945,"Comedy,Romance"
tt0037712,Follow That Woman,1945,"Comedy,Crime,Drama"
tt0038119,The Stork Club,1945,"Comedy,Musical,Romance"
tt0038831,People Are Funny,1946,Musical
tt0037849,Kitty,1945,"Drama,History,Romance"
tt0038177,Tokyo Rose,1946,"Adventure,War"
tt0037917,Miss Susie Slagle's,1946,Drama
tt0039040,To Each His Own,1946,"Drama,Romance"
tt0038032,Road to Utopia,1945,"Adventure,Comedy,Family"
tt0038369,The Blue Dahlia,1946,"Crime,Film-Noir,Mystery"
tt0039023,They Made Me a Killer,1946,"Crime,Drama,Film-Noir"
tt0039082,The Virginian,1946,Western
tt0039098,The Well Groomed Bride,1946,"Comedy,Romance"
tt0038794,O.S.S.,1946,"Drama,War"
tt0038383,The Bride Wore Boots,1946,"Adventure,Comedy,Romance"
tt0038815,Our Hearts Were Growing Up,1946,"Adventure,Comedy,Romance"
tt0038618,Hot Cargo,1946,"Adventure,Drama,Romance"
tt0038915,The Searching Wind,1946,"Action,Drama,War"
tt0038747,Monsieur Beaucaire,1946,"Adventure,Comedy,History"
tt0039001,Swamp Fire,1946,"Action,Adventure,Drama"
tt0038370,Blue Skies,1946,"Comedy,Musical,Romance"
tt0039056,Two Years Before the Mast,1946,"Action,Adventure,Drama"
tt0038438,Cross My Heart,1946,"Comedy,Music,Mystery"
tt0038832,The Perfect Marriage,1946,Comedy
tt0039544,Ladies' Man,1947,"Comedy,Musical"
tt0038392,California,1947,Western
tt0039481,I Cover Big Town,1947,"Drama,Mystery"
tt0039346,"Easy Come, Easy Go",1947,"Comedy,Drama"
tt0039816,Seven Were Saved,1947,"Adventure,Drama,Thriller"
tt0039645,My Favorite Brunette,1947,"Comedy,Crime,Mystery"
tt0039372,Fear in the Night,1946,"Crime,Drama,Film-Noir"
tt0039235,Calcutta,1946,"Action,Crime,Drama"
tt0039487,The Imperfect Lady,1946,"Drama,Romance"
tt0039196,Blaze of Noon,1947,"Action,Drama"
tt0039186,Big Town,1946,"Crime,Drama"
tt0039307,Dear Ruth,1947,"Comedy,Romance"
tt0039975,Welcome Stranger,1947,Comedy
tt0039298,Danger Street,1947,Drama
tt0039917,The Trouble with Women,1947,"Comedy,Romance"
tt0039698,The Perils of Pauline,1947,"Drama,Romance"
tt0039133,Adventure Island,1947,"Action,Adventure,Comedy"
tt0039311,Desert Fury,1947,"Crime,Drama,Film-Noir"
tt0039523,Jungle Flight,1947,Adventure
tt0039428,Golden Earrings,1947,"Adventure,Comedy,Drama"
tt0039951,Variety Girl,1947,"Comedy,Musical"
tt0039994,Wild Harvest,1947,Drama
tt0039931,Unconquered,1947,"Adventure,Drama,History"
tt0039982,Where There's Life,1947,"Comedy,Thriller"
tt0039187,Big Town After Dark,1947,"Crime,Drama,Film-Noir"
tt0039482,I Walk Alone,1947,"Crime,Drama,Film-Noir"
tt0040082,Albuquerque,1948,Western
tt0040196,Caged Fury,1948,"Action,Crime,Drama"
tt0040616,Mr. Reckless,1948,"Adventure,Drama,Romance"
tt0040753,Saigon,1947,"Crime,Drama,Film-Noir"
tt0040160,The Big Clock,1948,"Crime,Drama,Film-Noir"
tt0040754,The Sainted Sisters,1948,Comedy
tt0040827,Speed to Spare,1948,"Drama,Romance"
tt0040162,Big Town Scandal,1948,"Crime,Drama"
tt0040426,Hazard,1948,"Comedy,Drama"
tt0040777,Shaggy,1948,"Drama,Family"
tt0040951,Waterfront at Midnight,1948,"Crime,Drama,Film-Noir"
tt0040367,A Foreign Affair,1948,"Comedy,Drama,Romance"
tt0040317,The Emperor Waltz,1948,"Comedy,Musical,Romance"
tt0040302,Dream Girl,1948,"Comedy,Romance"
tt0040158,Beyond Glory,1948,Drama
tt0040809,So Evil My Love,1948,"Crime,Drama"
tt0040643,Night Has a Thousand Eyes,1948,"Crime,Drama,Fantasy"
tt0040764,Sealed Verdict,1948,"Adventure,Drama,Mystery"
tt0040599,Miss Tatlock's Millions,1948,"Comedy,Romance"
tt0040293,Disaster,1948,Drama
tt0040965,Whispering Smith,1948,Western
tt0040679,The Paleface,1948,"Comedy,Family,Western"
tt0040071,The Accused,1949,"Drama,Film-Noir,Romance"
tt0039343,Dynamite,1947,"Crime,Drama"
tt0041325,Dynamite,1949,Drama
tt0040629,My Own True Love,1949,"Drama,Romance"
tt0041107,Alias Nick Beal,1949,"Drama,Fantasy,Film-Noir"
tt0041259,A Connecticut Yankee in King Arthur's Court,1949,"Comedy,Family,Fantasy"
tt0041929,Streets of Laredo,1949,"Drama,Western"
tt0041902,Sorrowful Jones,1949,"Comedy,Drama"
tt0041428,The Great Gatsby,1949,"Drama,Mystery,Romance"
tt0041631,Manhandled,1949,"Crime,Drama,Film-Noir"
tt0041910,Special Agent,1949,"Crime,Drama,History"
tt0041332,El Paso,1949,Western
tt0041969,Top o' the Morning,1949,"Comedy,Musical,Romance"
tt0041795,"Red, Hot and Blue",1949,"Comedy,Crime,Musical"
tt0041899,Song of Surrender,1949,"Drama,Musical,Romance"
tt0041243,Chicago Deadline,1949,"Crime,Drama,Film-Noir"
tt0041286,Dear Wife,1949,Comedy
tt0041429,The Great Lover,1949,"Comedy,Musical,Romance"
tt0041838,Samson and Delilah,1949,"Drama,Family,History"
tt0041452,The Heiress,1949,"Drama,Romance"
