tconst,ordering,nconst,titleType,originalTitle,isAdult,endYear,runtimeMinutes,primaryTitle,startYear,genres,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,age
tt0038680,2.0,nm0354853,movie,Lady Luck,0.0,\N,97,Lady Luck,1946,"Comedy,Drama",Barbara Hale,1922,2017,"actress,soundtrack,archive_footage","tt0050051,tt0065377,tt0073043,tt0042046",24
tt0038718,4.0,nm0794918,movie,Make Mine Music,0.0,\N,75,Make Mine Music,1946,"Adventure,Animation,Comedy",Dinah Shore,1916,1994,"actress,music_department,soundtrack","tt0043192,tt0036636,tt0070982,tt0418689",30
tt0038827,3.0,nm0086680,movie,Partners in Time,0.0,\N,74,Partners in Time,1946,"Comedy,Drama",Pamela Blake,1915,2009,"actress,soundtrack,archive_footage","tt0035432,tt0039782,tt0042532,tt0031371",31
tt0038886,6.0,nm0628536,movie,Riverboat Rhythm,0.0,\N,65,Riverboat Rhythm,1946,"Comedy,Music,Romance",Joan Newton,1921,2012,actress,"tt0038343,tt0038886",25
tt0038969,1.0,nm0913095,movie,Song of the South,0.0,\N,94,Song of the South,1946,"Animation,Comedy,Family",Ruth Warrick,1916,2005,"actress,miscellaneous,soundtrack","tt0033467,tt0065272,tt0038969,tt0057779",30
tt0039050,1.0,nm0335748,movie,The Truth About Murder,0.0,\N,63,The Truth About Murder,1946,"Comedy,Film-Noir,Mystery",Bonita Granville,1923,1988,"producer,actress,director","tt0035140,tt0030442,tt0030491,tt0028356",23
tt0039075,2.0,nm0420331,movie,Vacation in Reno,0.0,\N,60,Vacation in Reno,1946,"Action,Comedy,Romance",Anne Jeffreys,1923,2017,"actress,soundtrack,archive_footage","tt0039772,tt0037642,tt0037644,tt0038478",23
tt0039110,1.0,nm0001055,movie,Without Reservations,0.0,\N,107,Without Reservations,1946,"Comedy,Romance",Claudette Colbert,1903,1996,"actress,soundtrack,archive_footage","tt0025316,tt0036367,tt0029929,tt0037280",43
tt0039169,2.0,nm0001485,movie,The Bachelor and the Bobby-Soxer,0.0,\N,95,The Bachelor and the Bobby-Soxer,1947,"Comedy,Romance",Myrna Loy,1905,1993,"actress,soundtrack,archive_footage","tt0025878,tt0036868,tt0040613,tt0027260",42
tt0039190,2.0,nm0949835,movie,The Bishop's Wife,0.0,\N,109,The Bishop's Wife,1947,"Comedy,Drama,Fantasy",Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",34
tt0039370,1.0,nm0949835,movie,The Farmer's Daughter,0.0,\N,97,The Farmer's Daughter,1947,"Comedy,Drama,Romance",Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",34
tt0039404,4.0,nm0794918,movie,Fun & Fancy Free,0.0,\N,73,Fun and Fancy Free,1947,"Adventure,Animation,Comedy",Dinah Shore,1916,1994,"actress,music_department,soundtrack","tt0043192,tt0036636,tt0070982,tt0418689",31
tt0039472,1.0,nm0000073,movie,Honeymoon,0.0,\N,74,Honeymoon,1947,Comedy,Shirley Temple,1928,2014,"actress,writer,miscellaneous","tt0016029,tt0030657,tt0024914,tt0031580",19
