tconst,primaryTitle,startYear,genres
tt0036865,Girl Rush,1944,"Comedy,Musical,Western"
tt0037193,The Princess and the Pirate,1944,"Adventure,Comedy,Romance"
tt0038244,What a Blonde,1945,"Comedy,Romance"
tt0038166,The Three Caballeros,1944,"Animation,Comedy,Family"
tt0037822,It's a Pleasure,1945,"Comedy,Drama,Musical"
tt0037970,Pan-Americana,1945,"Comedy,Musical,Romance"
tt0038270,Zombies on Broadway,1945,"Comedy,Fantasy,Horror"
tt0038260,Wonder Man,1945,"Comedy,Fantasy,Musical"
tt0038164,Those Endearing Young Charms,1945,"Adventure,Comedy,Drama"
tt0037508,Along Came Jones,1945,"Comedy,Romance,Western"
tt0038012,Radio Stars on Parade,1945,"Comedy,Music,Romance"
tt0037891,Mama Loves Papa,1945,Comedy
tt0037736,George White's Scandals,1945,"Comedy,Music"
tt0038091,Sing Your Way Home,1945,"Comedy,Music,Romance"
tt0037892,Man Alive,1945,Comedy
tt0038886,Riverboat Rhythm,1946,"Comedy,Music,Romance"
tt0038668,The Kid from Brooklyn,1946,"Comedy,Sport"
tt0038479,Ding Dong Williams,1946,"Comedy,Music,Romance"
tt0038718,Make Mine Music,1946,"Adventure,Animation,Comedy"
tt0038827,Partners in Time,1946,"Comedy,Drama"
tt0038592,Heartbeat,1946,"Comedy,Drama,Romance"
tt0039110,Without Reservations,1946,"Comedy,Romance"
tt0039050,The Truth About Murder,1946,"Comedy,Film-Noir,Mystery"
tt0038680,Lady Luck,1946,"Comedy,Drama"
tt0037735,Genius at Work,1946,"Comedy,Crime"
tt0038969,Song of the South,1946,"Animation,Comedy,Family"
tt0039075,Vacation in Reno,1946,"Action,Comedy,Romance"
tt0039568,A Likely Story,1947,Comedy
tt0039472,Honeymoon,1947,Comedy
tt0286954,Honeymoon,1945,"Comedy,Musical,Romance"
tt4800094,Honeymoon,1946,"Comedy,Romance"
tt0032456,The Farmer's Daughter,1940,"Comedy,Music,Romance"
tt0039370,The Farmer's Daughter,1947,"Comedy,Drama,Romance"
tt0039169,The Bachelor and the Bobby-Soxer,1947,"Comedy,Romance"
tt0039808,The Secret Life of Walter Mitty,1947,"Comedy,Fantasy,Romance"
tt0039404,Fun and Fancy Free,1947,"Adventure,Animation,Comedy"
tt0039595,Magic Town,1947,"Comedy,Romance"
tt0039823,Man About Town,1947,"Comedy,Drama,Romance"
tt0039190,The Bishop's Wife,1947,"Comedy,Drama,Fantasy"
tt0040464,If You Knew Susie,1948,Comedy
tt0040580,Melody Time,1948,"Animation,Comedy,Family"
tt0040613,Mr. Blandings Builds His Dream House,1948,"Comedy,Romance"
tt0040932,Variety Time,1948,"Comedy,Music"
tt0040395,Good Sam,1948,"Comedy,Drama,Romance"
tt0040720,Rachel and the Stranger,1948,"Adventure,Comedy,Drama"
tt0040331,Every Girl Should Be Married,1948,"Comedy,Drama,Romance"
tt0041093,Adventure in Baltimore,1949,"Comedy,Drama"
tt0041531,The Judge Steps Out,1948,"Comedy,Drama"
tt0041621,Make Mine Laughs,1949,"Comedy,Musical"
tt0041094,The Adventures of Ichabod and Mr. Toad,1949,"Animation,Comedy,Family"
tt0041208,Bride for Sale,1949,Comedy
tt0041473,Holiday Affair,1949,"Comedy,Drama,Family"
